Date;Time;NO2(GT);PT08.S4(NO2)
07.01.2005;06.00.00;63;993
07.01.2005;07.00.00;69;1059
07.01.2005;08.00.00;99;1218
07.01.2005;09.00.00;125;1464
07.01.2005;10.00.00;123;1253
07.01.2005;11.00.00;128;1306
07.01.2005;12.00.00;149;1298
07.01.2005;13.00.00;137;1351
07.01.2005;14.00.00;147;1402
07.01.2005;15.00.00;168;1454
07.01.2005;16.00.00;180;1513
07.01.2005;17.00.00;170;1501
07.01.2005;18.00.00;180;1638
07.01.2005;19.00.00;178;1652
07.01.2005;20.00.00;159;1589
07.01.2005;21.00.00;156;1487
07.01.2005;22.00.00;146;1407
07.01.2005;23.00.00;132;1296
08.01.2005;00.00.00;137;1329
08.01.2005;01.00.00;114;1125
08.01.2005;02.00.00;95;1069
08.01.2005;03.00.00;-200;1049
08.01.2005;04.00.00;88;1032
08.01.2005;05.00.00;94;1029
08.01.2005;06.00.00;97;1056
08.01.2005;07.00.00;93;1069
08.01.2005;08.00.00;113;1273
08.01.2005;09.00.00;126;1403
08.01.2005;10.00.00;133;1311
08.01.2005;11.00.00;141;1251
08.01.2005;12.00.00;139;1301
08.01.2005;13.00.00;147;1393
08.01.2005;14.00.00;175;1430
08.01.2005;15.00.00;180;1377
08.01.2005;16.00.00;194;1578
08.01.2005;17.00.00;192;1541
08.01.2005;18.00.00;188;1511
08.01.2005;19.00.00;179;1549
08.01.2005;20.00.00;196;1701
08.01.2005;21.00.00;169;1429
08.01.2005;22.00.00;151;1307
08.01.2005;23.00.00;123;1204
09.01.2005;00.00.00;127;1222
09.01.2005;01.00.00;127;1206
09.01.2005;02.00.00;118;1216
09.01.2005;03.00.00;-200;1137
09.01.2005;04.00.00;55;1094
09.01.2005;05.00.00;44;1082
09.01.2005;06.00.00;46;1094
09.01.2005;07.00.00;46;1080
09.01.2005;08.00.00;61;1090
09.01.2005;09.00.00;60;1074
09.01.2005;10.00.00;71;1144
09.01.2005;11.00.00;111;1235
09.01.2005;12.00.00;127;1313
09.01.2005;13.00.00;128;1311
09.01.2005;14.00.00;142;1479
09.01.2005;15.00.00;145;1669
09.01.2005;16.00.00;145;1324
09.01.2005;17.00.00;156;1327
09.01.2005;18.00.00;154;1488
09.01.2005;19.00.00;165;1334
09.01.2005;20.00.00;153;1402
09.01.2005;21.00.00;151;1348
09.01.2005;22.00.00;131;1220
09.01.2005;23.00.00;128;1297
10.01.2005;00.00.00;137;1300
10.01.2005;01.00.00;119;1319
10.01.2005;02.00.00;96;1210
10.01.2005;03.00.00;-200;1147
10.01.2005;04.00.00;60;1122
10.01.2005;05.00.00;54;1138
10.01.2005;06.00.00;66;1171
10.01.2005;07.00.00;104;1336
10.01.2005;08.00.00;137;1776
10.01.2005;09.00.00;146;1804
10.01.2005;10.00.00;136;1626
10.01.2005;11.00.00;144;1598
10.01.2005;12.00.00;133;1536
10.01.2005;13.00.00;148;1744
10.01.2005;14.00.00;155;1701
10.01.2005;15.00.00;152;1721
10.01.2005;16.00.00;145;1640
10.01.2005;17.00.00;139;1629
10.01.2005;18.00.00;134;1611
10.01.2005;19.00.00;128;1593
10.01.2005;20.00.00;135;1620
10.01.2005;21.00.00;136;1526
10.01.2005;22.00.00;126;1430
10.01.2005;23.00.00;116;1292
11.01.2005;00.00.00;116;1292
11.01.2005;01.00.00;107;1204
11.01.2005;02.00.00;91;1167
11.01.2005;03.00.00;-200;1106
11.01.2005;04.00.00;70;1128
11.01.2005;05.00.00;78;1129
11.01.2005;06.00.00;75;1147
11.01.2005;07.00.00;101;1205
11.01.2005;08.00.00;136;1677
11.01.2005;09.00.00;147;1855
11.01.2005;10.00.00;143;1485
11.01.2005;11.00.00;153;1488
11.01.2005;12.00.00;148;1501
11.01.2005;13.00.00;149;1508
11.01.2005;14.00.00;141;1580
11.01.2005;15.00.00;147;1569
11.01.2005;16.00.00;159;1616
11.01.2005;17.00.00;152;1546
11.01.2005;18.00.00;144;1603
11.01.2005;19.00.00;146;1580
11.01.2005;20.00.00;162;1773
11.01.2005;21.00.00;156;1593
11.01.2005;22.00.00;146;1539
11.01.2005;23.00.00;151;1497
12.01.2005;00.00.00;127;1305
12.01.2005;01.00.00;123;1366
12.01.2005;02.00.00;122;1296
12.01.2005;03.00.00;-200;1139
12.01.2005;04.00.00;85;1161
12.01.2005;05.00.00;83;1171
12.01.2005;06.00.00;98;1241
12.01.2005;07.00.00;109;1327
12.01.2005;08.00.00;138;1606
12.01.2005;09.00.00;138;1706
12.01.2005;10.00.00;170;1648
12.01.2005;11.00.00;191;1514
12.01.2005;12.00.00;196;1506
12.01.2005;13.00.00;185;1518
12.01.2005;14.00.00;156;1473
12.01.2005;15.00.00;173;1558
12.01.2005;16.00.00;166;1545
12.01.2005;17.00.00;173;1554
12.01.2005;18.00.00;177;1806
12.01.2005;19.00.00;182;1902
12.01.2005;20.00.00;166;1883
12.01.2005;21.00.00;177;1736
12.01.2005;22.00.00;158;1441
12.01.2005;23.00.00;133;1337
13.01.2005;00.00.00;123;1347
13.01.2005;01.00.00;120;1312
13.01.2005;02.00.00;105;1167
13.01.2005;03.00.00;-200;1171
13.01.2005;04.00.00;86;1094
13.01.2005;05.00.00;77;1058
13.01.2005;06.00.00;81;1054
13.01.2005;07.00.00;103;1216
13.01.2005;08.00.00;127;1509
13.01.2005;09.00.00;134;1780
13.01.2005;10.00.00;158;1488
13.01.2005;11.00.00;175;1492
13.01.2005;12.00.00;178;1353
13.01.2005;13.00.00;135;1316
13.01.2005;14.00.00;133;1396
13.01.2005;15.00.00;134;1410
13.01.2005;16.00.00;137;1480
13.01.2005;17.00.00;160;1620
13.01.2005;18.00.00;166;1811
13.01.2005;19.00.00;144;1571
13.01.2005;20.00.00;129;1354
13.01.2005;21.00.00;129;1385
13.01.2005;22.00.00;107;1202
13.01.2005;23.00.00;101;1213
14.01.2005;00.00.00;112;1210
14.01.2005;01.00.00;98;1125
14.01.2005;02.00.00;90;1064
14.01.2005;03.00.00;-200;1036
14.01.2005;04.00.00;59;1059
14.01.2005;05.00.00;98;1101
14.01.2005;06.00.00;109;1076
14.01.2005;07.00.00;110;1160
14.01.2005;08.00.00;159;1681
14.01.2005;09.00.00;144;1469
14.01.2005;10.00.00;147;1490
14.01.2005;11.00.00;179;1443
14.01.2005;12.00.00;164;1388
14.01.2005;13.00.00;160;1519
14.01.2005;14.00.00;143;1428
14.01.2005;15.00.00;138;1403
14.01.2005;16.00.00;143;1498
14.01.2005;17.00.00;196;1704
14.01.2005;18.00.00;197;1750
14.01.2005;19.00.00;189;1720
14.01.2005;20.00.00;188;1710
14.01.2005;21.00.00;190;1504
14.01.2005;22.00.00;126;1101
14.01.2005;23.00.00;113;1127
15.01.2005;00.00.00;129;1142
15.01.2005;01.00.00;128;1140
15.01.2005;02.00.00;122;1087
15.01.2005;03.00.00;-200;1041
15.01.2005;04.00.00;115;1015
15.01.2005;05.00.00;92;972
15.01.2005;06.00.00;70;940
15.01.2005;07.00.00;83;1004
15.01.2005;08.00.00;127;1201
15.01.2005;09.00.00;142;1230
15.01.2005;10.00.00;155;1216
15.01.2005;11.00.00;153;1199
15.01.2005;12.00.00;177;1259
15.01.2005;13.00.00;179;1382
15.01.2005;14.00.00;212;1454
15.01.2005;15.00.00;182;1257
15.01.2005;16.00.00;168;1243
15.01.2005;17.00.00;179;1391
15.01.2005;18.00.00;182;1454
15.01.2005;19.00.00;194;1524
15.01.2005;20.00.00;166;1265
15.01.2005;21.00.00;168;1317
15.01.2005;22.00.00;148;1112
15.01.2005;23.00.00;151;1207
16.01.2005;00.00.00;165;1257
16.01.2005;01.00.00;165;1136
16.01.2005;02.00.00;128;1062
16.01.2005;03.00.00;-200;1019
16.01.2005;04.00.00;115;1021
16.01.2005;05.00.00;120;956
16.01.2005;06.00.00;106;977
16.01.2005;07.00.00;118;1013
16.01.2005;08.00.00;156;984
16.01.2005;09.00.00;130;1037
16.01.2005;10.00.00;112;846
16.01.2005;11.00.00;96;847
16.01.2005;12.00.00;89;824
16.01.2005;13.00.00;98;857
16.01.2005;14.00.00;85;809
16.01.2005;15.00.00;80;821
16.01.2005;16.00.00;112;859
16.01.2005;17.00.00;121;872
16.01.2005;18.00.00;132;893
16.01.2005;19.00.00;160;977
16.01.2005;20.00.00;167;984
16.01.2005;21.00.00;157;893
16.01.2005;22.00.00;130;880
16.01.2005;23.00.00;145;936
17.01.2005;00.00.00;133;899
17.01.2005;01.00.00;110;881
17.01.2005;02.00.00;100;875
17.01.2005;03.00.00;-200;833
17.01.2005;04.00.00;79;836
17.01.2005;05.00.00;79;840
17.01.2005;06.00.00;90;857
17.01.2005;07.00.00;95;916
17.01.2005;08.00.00;169;1357
17.01.2005;09.00.00;199;1346
17.01.2005;10.00.00;186;1271
17.01.2005;11.00.00;208;1244
17.01.2005;12.00.00;178;1219
17.01.2005;13.00.00;176;1227
17.01.2005;14.00.00;177;1233
17.01.2005;15.00.00;182;1264
17.01.2005;16.00.00;182;1200
17.01.2005;17.00.00;193;1363
17.01.2005;18.00.00;272;1964
17.01.2005;19.00.00;225;1811
17.01.2005;20.00.00;181;1251
17.01.2005;21.00.00;172;1170
17.01.2005;22.00.00;153;1053
17.01.2005;23.00.00;143;1010
18.01.2005;00.00.00;142;993
18.01.2005;01.00.00;131;948
18.01.2005;02.00.00;105;901
18.01.2005;03.00.00;-200;878
18.01.2005;04.00.00;83;869
18.01.2005;05.00.00;87;893
18.01.2005;06.00.00;106;914
18.01.2005;07.00.00;140;1025
18.01.2005;08.00.00;167;1337
18.01.2005;09.00.00;175;1383
18.01.2005;10.00.00;235;1536
18.01.2005;11.00.00;196;1332
18.01.2005;12.00.00;211;1483
18.01.2005;13.00.00;234;1605
18.01.2005;14.00.00;240;1697
18.01.2005;15.00.00;243;1640
18.01.2005;16.00.00;224;1598
18.01.2005;17.00.00;240;1614
18.01.2005;18.00.00;215;1733
18.01.2005;19.00.00;216;1725
18.01.2005;20.00.00;184;1588
18.01.2005;21.00.00;152;1233
18.01.2005;22.00.00;104;1187
18.01.2005;23.00.00;104;1241
19.01.2005;00.00.00;124;1298
19.01.2005;01.00.00;127;1286
19.01.2005;02.00.00;109;1208
19.01.2005;03.00.00;-200;1008
19.01.2005;04.00.00;73;945
19.01.2005;05.00.00;52;948
19.01.2005;06.00.00;57;941
19.01.2005;07.00.00;89;992
19.01.2005;08.00.00;128;1203
19.01.2005;09.00.00;152;1158
19.01.2005;10.00.00;128;1020
19.01.2005;11.00.00;124;994
19.01.2005;12.00.00;117;1018
19.01.2005;13.00.00;110;1099
19.01.2005;14.00.00;128;1132
19.01.2005;15.00.00;114;1014
19.01.2005;16.00.00;110;1013
19.01.2005;17.00.00;112;1015
19.01.2005;18.00.00;130;1139
19.01.2005;19.00.00;135;1109
19.01.2005;20.00.00;141;1167
19.01.2005;21.00.00;141;1109
19.01.2005;22.00.00;95;918
19.01.2005;23.00.00;97;1005
20.01.2005;00.00.00;112;995
20.01.2005;01.00.00;74;948
20.01.2005;02.00.00;62;893
20.01.2005;03.00.00;-200;880
20.01.2005;04.00.00;40;863
20.01.2005;05.00.00;45;876
20.01.2005;06.00.00;93;954
20.01.2005;07.00.00;104;947
20.01.2005;08.00.00;162;1316
20.01.2005;09.00.00;169;1409
20.01.2005;10.00.00;190;1381
20.01.2005;11.00.00;170;1181
20.01.2005;12.00.00;151;1175
20.01.2005;13.00.00;150;1178
20.01.2005;14.00.00;154;1191
20.01.2005;15.00.00;140;1018
20.01.2005;16.00.00;167;1172
20.01.2005;17.00.00;204;1386
20.01.2005;18.00.00;210;1594
20.01.2005;19.00.00;182;1414
20.01.2005;20.00.00;165;1259
20.01.2005;21.00.00;150;1205
20.01.2005;22.00.00;132;1032
20.01.2005;23.00.00;120;1015
21.01.2005;00.00.00;119;1035
21.01.2005;01.00.00;110;1039
21.01.2005;02.00.00;94;992
21.01.2005;03.00.00;-200;1000
21.01.2005;04.00.00;101;1046
21.01.2005;05.00.00;117;1056
21.01.2005;06.00.00;121;1129
21.01.2005;07.00.00;138;1230
21.01.2005;08.00.00;174;1558
21.01.2005;09.00.00;179;1761
21.01.2005;10.00.00;175;1481
21.01.2005;11.00.00;183;1476
21.01.2005;12.00.00;189;1526
21.01.2005;13.00.00;198;1579
21.01.2005;14.00.00;142;1291
21.01.2005;15.00.00;139;1401
21.01.2005;16.00.00;99;1520
21.01.2005;17.00.00;135;1426
21.01.2005;18.00.00;223;1458
21.01.2005;19.00.00;194;1547
21.01.2005;20.00.00;244;2083
21.01.2005;21.00.00;243;2005
21.01.2005;22.00.00;230;1608
21.01.2005;23.00.00;207;1498
22.01.2005;00.00.00;223;1524
22.01.2005;01.00.00;216;1362
22.01.2005;02.00.00;198;1395
22.01.2005;03.00.00;-200;1333
22.01.2005;04.00.00;126;1297
22.01.2005;05.00.00;144;1322
22.01.2005;06.00.00;183;1242
22.01.2005;07.00.00;193;1307
22.01.2005;08.00.00;196;1392
22.01.2005;09.00.00;208;1431
22.01.2005;10.00.00;217;1472
22.01.2005;11.00.00;246;1426
22.01.2005;12.00.00;204;1393
22.01.2005;13.00.00;192;1417
22.01.2005;14.00.00;186;1500
22.01.2005;15.00.00;133;1068
22.01.2005;16.00.00;126;994
22.01.2005;17.00.00;138;972
22.01.2005;18.00.00;148;1016
22.01.2005;19.00.00;167;1126
22.01.2005;20.00.00;175;1103
22.01.2005;21.00.00;224;1328
22.01.2005;22.00.00;215;1219
22.01.2005;23.00.00;196;1165
23.01.2005;00.00.00;195;993
23.01.2005;01.00.00;181;946
23.01.2005;02.00.00;150;978
23.01.2005;03.00.00;-200;926
23.01.2005;04.00.00;139;938
23.01.2005;05.00.00;74;810
23.01.2005;06.00.00;73;829
23.01.2005;07.00.00;77;812
23.01.2005;08.00.00;98;839
23.01.2005;09.00.00;121;942
23.01.2005;10.00.00;162;987
23.01.2005;11.00.00;178;996
23.01.2005;12.00.00;206;1047
23.01.2005;13.00.00;191;1072
23.01.2005;14.00.00;175;1040
23.01.2005;15.00.00;169;1088
23.01.2005;16.00.00;180;1075
23.01.2005;17.00.00;124;1025
23.01.2005;18.00.00;130;1057
23.01.2005;19.00.00;141;1157
23.01.2005;20.00.00;157;1220
23.01.2005;21.00.00;123;1050
23.01.2005;22.00.00;104;1042
23.01.2005;23.00.00;134;1101
24.01.2005;00.00.00;105;1064
24.01.2005;01.00.00;121;1129
24.01.2005;02.00.00;136;1173
24.01.2005;03.00.00;-200;876
24.01.2005;04.00.00;48;855
24.01.2005;05.00.00;40;809
24.01.2005;06.00.00;67;832
24.01.2005;07.00.00;104;902
24.01.2005;08.00.00;169;1210
24.01.2005;09.00.00;203;1147
24.01.2005;10.00.00;183;1007
24.01.2005;11.00.00;151;976
24.01.2005;12.00.00;138;975
24.01.2005;13.00.00;127;997
24.01.2005;14.00.00;-200;963
24.01.2005;15.00.00;148;1034
24.01.2005;16.00.00;172;993
24.01.2005;17.00.00;163;1014
24.01.2005;18.00.00;180;1092
24.01.2005;19.00.00;169;1014
24.01.2005;20.00.00;152;971
24.01.2005;21.00.00;107;866
24.01.2005;22.00.00;75;781
24.01.2005;23.00.00;58;779
25.01.2005;00.00.00;57;760
25.01.2005;01.00.00;44;735
25.01.2005;02.00.00;29;726
25.01.2005;03.00.00;-200;763
25.01.2005;04.00.00;19;749
25.01.2005;05.00.00;20;765
25.01.2005;06.00.00;35;787
25.01.2005;07.00.00;60;763
25.01.2005;08.00.00;115;876
25.01.2005;09.00.00;157;969
25.01.2005;10.00.00;147;1000
25.01.2005;11.00.00;188;924
25.01.2005;12.00.00;126;892
25.01.2005;13.00.00;114;880
25.01.2005;14.00.00;123;917
25.01.2005;15.00.00;107;914
25.01.2005;16.00.00;121;909
25.01.2005;17.00.00;118;923
25.01.2005;18.00.00;134;985
25.01.2005;19.00.00;142;1012
25.01.2005;20.00.00;133;1040
25.01.2005;21.00.00;106;910
25.01.2005;22.00.00;87;870
25.01.2005;23.00.00;67;796
26.01.2005;00.00.00;55;771
26.01.2005;01.00.00;49;769
26.01.2005;02.00.00;30;757
26.01.2005;03.00.00;-200;765
26.01.2005;04.00.00;20;738
26.01.2005;05.00.00;17;720
26.01.2005;06.00.00;35;760
26.01.2005;07.00.00;71;783
26.01.2005;08.00.00;136;887
26.01.2005;09.00.00;163;901
26.01.2005;10.00.00;143;860
26.01.2005;11.00.00;134;874
26.01.2005;12.00.00;130;868
26.01.2005;13.00.00;122;894
26.01.2005;14.00.00;129;913
26.01.2005;15.00.00;132;866
26.01.2005;16.00.00;133;900
26.01.2005;17.00.00;126;922
26.01.2005;18.00.00;177;1033
26.01.2005;19.00.00;185;1073
26.01.2005;20.00.00;169;1048
26.01.2005;21.00.00;151;1025
26.01.2005;22.00.00;114;922
26.01.2005;23.00.00;90;904
27.01.2005;00.00.00;87;857
27.01.2005;01.00.00;83;808
27.01.2005;02.00.00;74;826
27.01.2005;03.00.00;-200;738
27.01.2005;04.00.00;28;727
27.01.2005;05.00.00;26;745
27.01.2005;06.00.00;61;762
27.01.2005;07.00.00;91;775
27.01.2005;08.00.00;184;972
27.01.2005;09.00.00;204;1038
27.01.2005;10.00.00;185;934
27.01.2005;11.00.00;125;872
27.01.2005;12.00.00;104;854
27.01.2005;13.00.00;115;893
27.01.2005;14.00.00;126;900
27.01.2005;15.00.00;125;881
27.01.2005;16.00.00;139;850
27.01.2005;17.00.00;142;865
27.01.2005;18.00.00;170;928
27.01.2005;19.00.00;195;1025
27.01.2005;20.00.00;202;1049
27.01.2005;21.00.00;168;911
27.01.2005;22.00.00;128;838
27.01.2005;23.00.00;115;855
28.01.2005;00.00.00;111;827
28.01.2005;01.00.00;97;810
28.01.2005;02.00.00;77;807
28.01.2005;03.00.00;-200;781
28.01.2005;04.00.00;51;779
28.01.2005;05.00.00;49;781
28.01.2005;06.00.00;79;819
28.01.2005;07.00.00;92;810
28.01.2005;08.00.00;167;992
28.01.2005;09.00.00;206;1055
28.01.2005;10.00.00;184;966
28.01.2005;11.00.00;176;975
28.01.2005;12.00.00;191;941
28.01.2005;13.00.00;147;925
28.01.2005;14.00.00;174;997
28.01.2005;15.00.00;167;920
28.01.2005;16.00.00;138;860
28.01.2005;17.00.00;164;-200
28.01.2005;18.00.00;190;-200
28.01.2005;19.00.00;198;-200
28.01.2005;20.00.00;155;-200
28.01.2005;21.00.00;153;-200
28.01.2005;22.00.00;110;-200
28.01.2005;23.00.00;91;-200
29.01.2005;00.00.00;105;-200
29.01.2005;01.00.00;85;-200
29.01.2005;02.00.00;60;745
29.01.2005;03.00.00;-200;751
29.01.2005;04.00.00;34;737
29.01.2005;05.00.00;31;734
29.01.2005;06.00.00;37;735
29.01.2005;07.00.00;58;754
29.01.2005;08.00.00;92;814
29.01.2005;09.00.00;110;857
29.01.2005;10.00.00;101;836
29.01.2005;11.00.00;96;833
29.01.2005;12.00.00;102;819
29.01.2005;13.00.00;96;830
29.01.2005;14.00.00;102;845
29.01.2005;15.00.00;88;809
29.01.2005;16.00.00;87;817
29.01.2005;17.00.00;115;855
29.01.2005;18.00.00;118;847
29.01.2005;19.00.00;134;844
29.01.2005;20.00.00;125;861
29.01.2005;21.00.00;140;849
29.01.2005;22.00.00;83;791
29.01.2005;23.00.00;73;792
30.01.2005;00.00.00;92;815
30.01.2005;01.00.00;109;825
30.01.2005;02.00.00;82;787
30.01.2005;03.00.00;-200;813
30.01.2005;04.00.00;83;793
30.01.2005;05.00.00;50;728
30.01.2005;06.00.00;44;727
30.01.2005;07.00.00;49;722
30.01.2005;08.00.00;62;736
30.01.2005;09.00.00;85;762
30.01.2005;10.00.00;82;757
30.01.2005;11.00.00;77;765
30.01.2005;12.00.00;92;776
30.01.2005;13.00.00;95;760
30.01.2005;14.00.00;95;742
30.01.2005;15.00.00;76;717
30.01.2005;16.00.00;95;709
30.01.2005;17.00.00;118;763
30.01.2005;18.00.00;123;719
30.01.2005;19.00.00;140;759
30.01.2005;20.00.00;163;787
30.01.2005;21.00.00;164;797
30.01.2005;22.00.00;120;752
30.01.2005;23.00.00;130;820
31.01.2005;00.00.00;145;864
31.01.2005;01.00.00;126;782
31.01.2005;02.00.00;61;685
31.01.2005;03.00.00;-200;657
31.01.2005;04.00.00;37;668
31.01.2005;05.00.00;37;667
31.01.2005;06.00.00;50;674
31.01.2005;07.00.00;109;726
31.01.2005;08.00.00;198;923
31.01.2005;09.00.00;-200;1130
31.01.2005;10.00.00;283;1141
31.01.2005;11.00.00;256;1040
31.01.2005;12.00.00;261;1028
31.01.2005;13.00.00;181;983
31.01.2005;14.00.00;194;976
31.01.2005;15.00.00;214;1097
31.01.2005;16.00.00;204;1131
31.01.2005;17.00.00;228;1294
31.01.2005;18.00.00;270;1433
31.01.2005;19.00.00;285;1557
31.01.2005;20.00.00;282;1532
31.01.2005;21.00.00;235;1148
31.01.2005;22.00.00;208;960
31.01.2005;23.00.00;161;940
01.02.2005;00.00.00;146;921
01.02.2005;01.00.00;123;894
01.02.2005;02.00.00;109;904
01.02.2005;03.00.00;-200;917
01.02.2005;04.00.00;115;935
01.02.2005;05.00.00;114;945
01.02.2005;06.00.00;122;944
01.02.2005;07.00.00;149;1056
01.02.2005;08.00.00;187;1441
01.02.2005;09.00.00;198;1492
01.02.2005;10.00.00;196;1343
01.02.2005;11.00.00;218;1434
01.02.2005;12.00.00;227;1379
01.02.2005;13.00.00;181;1408
01.02.2005;14.00.00;179;1476
01.02.2005;15.00.00;151;1411
01.02.2005;16.00.00;162;1392
01.02.2005;17.00.00;165;1434
01.02.2005;18.00.00;173;1255
01.02.2005;19.00.00;188;1243
01.02.2005;20.00.00;186;1208
01.02.2005;21.00.00;172;1059
01.02.2005;22.00.00;150;966
01.02.2005;23.00.00;137;969
02.02.2005;00.00.00;133;964
02.02.2005;01.00.00;122;993
02.02.2005;02.00.00;130;1065
02.02.2005;03.00.00;-200;1075
02.02.2005;04.00.00;121;986
02.02.2005;05.00.00;115;920
02.02.2005;06.00.00;125;946
02.02.2005;07.00.00;136;941
02.02.2005;08.00.00;174;1286
02.02.2005;09.00.00;224;1638
02.02.2005;10.00.00;230;1390
02.02.2005;11.00.00;205;1236
02.02.2005;12.00.00;204;1206
02.02.2005;13.00.00;139;1000
02.02.2005;14.00.00;133;979
02.02.2005;15.00.00;127;930
02.02.2005;16.00.00;124;960
02.02.2005;17.00.00;158;1092
02.02.2005;18.00.00;171;1285
02.02.2005;19.00.00;193;1527
02.02.2005;20.00.00;195;1641
02.02.2005;21.00.00;212;1195
02.02.2005;22.00.00;193;939
02.02.2005;23.00.00;167;979
03.02.2005;00.00.00;156;915
03.02.2005;01.00.00;153;940
03.02.2005;02.00.00;128;902
03.02.2005;03.00.00;-200;871
03.02.2005;04.00.00;96;873
03.02.2005;05.00.00;105;882
03.02.2005;06.00.00;130;870
03.02.2005;07.00.00;134;938
03.02.2005;08.00.00;275;1352
03.02.2005;09.00.00;309;1706
03.02.2005;10.00.00;322;1425
03.02.2005;11.00.00;333;1230
03.02.2005;12.00.00;235;1084
03.02.2005;13.00.00;241;1208
03.02.2005;14.00.00;214;1255
03.02.2005;15.00.00;174;1246
03.02.2005;16.00.00;157;1240
03.02.2005;17.00.00;170;1344
03.02.2005;18.00.00;212;1870
03.02.2005;19.00.00;249;1758
03.02.2005;20.00.00;231;1414
03.02.2005;21.00.00;216;1271
03.02.2005;22.00.00;217;1350
03.02.2005;23.00.00;203;1149
04.02.2005;00.00.00;161;1067
04.02.2005;01.00.00;147;1030
04.02.2005;02.00.00;111;954
04.02.2005;03.00.00;-200;1031
04.02.2005;04.00.00;115;948
04.02.2005;05.00.00;80;920
04.02.2005;06.00.00;122;988
04.02.2005;07.00.00;186;1075
04.02.2005;08.00.00;306;1472
04.02.2005;09.00.00;301;1405
04.02.2005;10.00.00;274;1325
04.02.2005;11.00.00;247;1277
04.02.2005;12.00.00;169;1028
04.02.2005;13.00.00;138;994
04.02.2005;14.00.00;149;1085
04.02.2005;15.00.00;165;979
04.02.2005;16.00.00;156;959
04.02.2005;17.00.00;184;1018
04.02.2005;18.00.00;197;1085
04.02.2005;19.00.00;204;1169
04.02.2005;20.00.00;207;1147
04.02.2005;21.00.00;208;1102
04.02.2005;22.00.00;174;958
04.02.2005;23.00.00;157;946
05.02.2005;00.00.00;166;947
05.02.2005;01.00.00;167;952
05.02.2005;02.00.00;154;939
05.02.2005;03.00.00;-200;997
05.02.2005;04.00.00;164;1017
05.02.2005;05.00.00;149;936
05.02.2005;06.00.00;150;957
05.02.2005;07.00.00;205;1021
05.02.2005;08.00.00;283;1198
05.02.2005;09.00.00;310;1134
05.02.2005;10.00.00;200;890
05.02.2005;11.00.00;147;847
05.02.2005;12.00.00;128;838
05.02.2005;13.00.00;121;880
05.02.2005;14.00.00;129;850
05.02.2005;15.00.00;110;819
05.02.2005;16.00.00;126;824
05.02.2005;17.00.00;121;807
05.02.2005;18.00.00;142;847
05.02.2005;19.00.00;174;915
05.02.2005;20.00.00;168;917
05.02.2005;21.00.00;180;944
05.02.2005;22.00.00;157;870
05.02.2005;23.00.00;162;898
06.02.2005;00.00.00;173;834
06.02.2005;01.00.00;176;843
06.02.2005;02.00.00;172;876
06.02.2005;03.00.00;-200;832
06.02.2005;04.00.00;108;825
06.02.2005;05.00.00;88;788
06.02.2005;06.00.00;85;774
06.02.2005;07.00.00;88;787
06.02.2005;08.00.00;94;771
06.02.2005;09.00.00;115;791
06.02.2005;10.00.00;137;908
06.02.2005;11.00.00;212;979
06.02.2005;12.00.00;173;840
06.02.2005;13.00.00;135;790
06.02.2005;14.00.00;100;753
06.02.2005;15.00.00;78;755
06.02.2005;16.00.00;100;789
06.02.2005;17.00.00;150;832
06.02.2005;18.00.00;142;819
06.02.2005;19.00.00;165;875
06.02.2005;20.00.00;179;892
06.02.2005;21.00.00;149;805
06.02.2005;22.00.00;126;782
06.02.2005;23.00.00;120;782
07.02.2005;00.00.00;110;777
07.02.2005;01.00.00;92;760
07.02.2005;02.00.00;78;749
07.02.2005;03.00.00;-200;738
07.02.2005;04.00.00;65;726
07.02.2005;05.00.00;73;753
07.02.2005;06.00.00;85;780
07.02.2005;07.00.00;133;837
07.02.2005;08.00.00;246;1037
07.02.2005;09.00.00;281;1067
07.02.2005;10.00.00;222;969
07.02.2005;11.00.00;182;897
07.02.2005;12.00.00;154;845
07.02.2005;13.00.00;168;876
07.02.2005;14.00.00;149;868
07.02.2005;15.00.00;156;865
07.02.2005;16.00.00;156;863
07.02.2005;17.00.00;187;941
07.02.2005;18.00.00;194;989
07.02.2005;19.00.00;204;1025
07.02.2005;20.00.00;174;1017
07.02.2005;21.00.00;154;906
07.02.2005;22.00.00;117;842
07.02.2005;23.00.00;98;831
08.02.2005;00.00.00;90;813
08.02.2005;01.00.00;74;785
08.02.2005;02.00.00;49;761
08.02.2005;03.00.00;-200;748
08.02.2005;04.00.00;54;782
08.02.2005;05.00.00;69;802
08.02.2005;06.00.00;92;817
08.02.2005;07.00.00;146;885
08.02.2005;08.00.00;224;1120
08.02.2005;09.00.00;253;1268
08.02.2005;10.00.00;225;1022
08.02.2005;11.00.00;180;996
08.02.2005;12.00.00;194;979
08.02.2005;13.00.00;158;959
08.02.2005;14.00.00;184;992
08.02.2005;15.00.00;165;844
08.02.2005;16.00.00;156;800
08.02.2005;17.00.00;172;-200
08.02.2005;18.00.00;194;-200
08.02.2005;19.00.00;208;-200
08.02.2005;20.00.00;187;-200
08.02.2005;21.00.00;187;-200
08.02.2005;22.00.00;127;-200
08.02.2005;23.00.00;107;-200
09.02.2005;00.00.00;99;-200
09.02.2005;01.00.00;100;-200
09.02.2005;02.00.00;73;-200
09.02.2005;03.00.00;-200;-200
09.02.2005;04.00.00;83;-200
09.02.2005;05.00.00;92;-200
