Date;Time;NOx(GT);PT08.S3(NOx)
19.12.2004;07.00.00;156;1078
19.12.2004;08.00.00;240;1034
19.12.2004;09.00.00;186;1067
19.12.2004;10.00.00;224;923
19.12.2004;11.00.00;386;761
19.12.2004;12.00.00;397;778
19.12.2004;13.00.00;477;702
19.12.2004;14.00.00;405;658
19.12.2004;15.00.00;453;612
19.12.2004;16.00.00;459;661
19.12.2004;17.00.00;452;642
19.12.2004;18.00.00;579;582
19.12.2004;19.00.00;542;631
19.12.2004;20.00.00;601;599
19.12.2004;21.00.00;521;630
19.12.2004;22.00.00;411;680
19.12.2004;23.00.00;382;731
20.12.2004;00.00.00;421;711
20.12.2004;01.00.00;362;792
20.12.2004;02.00.00;104;1020
20.12.2004;03.00.00;-200;1116
20.12.2004;04.00.00;69;1229
20.12.2004;05.00.00;41;1365
20.12.2004;06.00.00;46;1393
20.12.2004;07.00.00;118;1069
20.12.2004;08.00.00;295;873
20.12.2004;09.00.00;311;785
20.12.2004;10.00.00;269;878
20.12.2004;11.00.00;225;956
20.12.2004;12.00.00;220;1007
20.12.2004;13.00.00;216;1001
20.12.2004;14.00.00;162;972
20.12.2004;15.00.00;152;1015
20.12.2004;16.00.00;183;1051
20.12.2004;17.00.00;254;1118
20.12.2004;18.00.00;355;869
20.12.2004;19.00.00;341;758
20.12.2004;20.00.00;341;765
20.12.2004;21.00.00;342;885
20.12.2004;22.00.00;186;1158
20.12.2004;23.00.00;170;1100
21.12.2004;00.00.00;169;1125
21.12.2004;01.00.00;246;1065
21.12.2004;02.00.00;63;1552
21.12.2004;03.00.00;-200;1726
21.12.2004;04.00.00;44;1705
21.12.2004;05.00.00;54;1595
21.12.2004;06.00.00;176;1186
21.12.2004;07.00.00;236;1188
21.12.2004;08.00.00;613;782
21.12.2004;09.00.00;755;567
21.12.2004;10.00.00;460;812
21.12.2004;11.00.00;280;952
21.12.2004;12.00.00;322;942
21.12.2004;13.00.00;349;860
21.12.2004;14.00.00;297;921
21.12.2004;15.00.00;353;922
21.12.2004;16.00.00;316;899
21.12.2004;17.00.00;348;832
21.12.2004;18.00.00;445;691
21.12.2004;19.00.00;457;705
21.12.2004;20.00.00;516;661
21.12.2004;21.00.00;575;732
21.12.2004;22.00.00;449;833
21.12.2004;23.00.00;289;965
22.12.2004;00.00.00;268;948
22.12.2004;01.00.00;343;913
22.12.2004;02.00.00;222;1048
22.12.2004;03.00.00;-200;1135
22.12.2004;04.00.00;87;1391
22.12.2004;05.00.00;89;1309
22.12.2004;06.00.00;103;1270
22.12.2004;07.00.00;254;944
22.12.2004;08.00.00;481;782
22.12.2004;09.00.00;638;681
22.12.2004;10.00.00;492;791
22.12.2004;11.00.00;413;841
22.12.2004;12.00.00;364;827
22.12.2004;13.00.00;299;831
22.12.2004;14.00.00;342;884
22.12.2004;15.00.00;309;1061
22.12.2004;16.00.00;367;874
22.12.2004;17.00.00;357;774
22.12.2004;18.00.00;345;806
22.12.2004;19.00.00;483;708
22.12.2004;20.00.00;480;672
22.12.2004;21.00.00;427;751
22.12.2004;22.00.00;504;725
22.12.2004;23.00.00;248;915
23.12.2004;00.00.00;241;916
23.12.2004;01.00.00;210;921
23.12.2004;02.00.00;292;889
23.12.2004;03.00.00;-200;955
23.12.2004;04.00.00;129;985
23.12.2004;05.00.00;106;1206
23.12.2004;06.00.00;125;1096
23.12.2004;07.00.00;267;917
23.12.2004;08.00.00;543;668
23.12.2004;09.00.00;496;651
23.12.2004;10.00.00;491;685
23.12.2004;11.00.00;667;620
23.12.2004;12.00.00;693;621
23.12.2004;13.00.00;707;598
23.12.2004;14.00.00;777;567
23.12.2004;15.00.00;512;652
23.12.2004;16.00.00;587;565
23.12.2004;17.00.00;864;455
23.12.2004;18.00.00;1089;421
23.12.2004;19.00.00;1070;402
23.12.2004;20.00.00;1220;402
23.12.2004;21.00.00;1076;472
23.12.2004;22.00.00;825;517
23.12.2004;23.00.00;740;549
24.12.2004;00.00.00;759;543
24.12.2004;01.00.00;610;567
24.12.2004;02.00.00;465;605
24.12.2004;03.00.00;-200;625
24.12.2004;04.00.00;288;664
24.12.2004;05.00.00;251;669
24.12.2004;06.00.00;351;691
24.12.2004;07.00.00;379;666
24.12.2004;08.00.00;539;575
24.12.2004;09.00.00;706;497
24.12.2004;10.00.00;750;510
24.12.2004;11.00.00;747;511
24.12.2004;12.00.00;670;524
24.12.2004;13.00.00;772;465
24.12.2004;14.00.00;792;471
24.12.2004;15.00.00;626;528
24.12.2004;16.00.00;678;474
24.12.2004;17.00.00;706;479
24.12.2004;18.00.00;668;474
24.12.2004;19.00.00;641;-200
24.12.2004;20.00.00;649;-200
24.12.2004;21.00.00;521;-200
24.12.2004;22.00.00;487;-200
24.12.2004;23.00.00;453;-200
25.12.2004;00.00.00;567;525
25.12.2004;01.00.00;527;540
25.12.2004;02.00.00;503;553
25.12.2004;03.00.00;-200;583
25.12.2004;04.00.00;345;601
25.12.2004;05.00.00;274;648
25.12.2004;06.00.00;231;644
25.12.2004;07.00.00;268;631
25.12.2004;08.00.00;281;645
25.12.2004;09.00.00;340;623
25.12.2004;10.00.00;406;594
25.12.2004;11.00.00;379;598
25.12.2004;12.00.00;436;553
25.12.2004;13.00.00;602;505
25.12.2004;14.00.00;507;566
25.12.2004;15.00.00;266;633
25.12.2004;16.00.00;335;561
25.12.2004;17.00.00;464;531
25.12.2004;18.00.00;527;501
25.12.2004;19.00.00;592;496
25.12.2004;20.00.00;821;460
25.12.2004;21.00.00;538;541
25.12.2004;22.00.00;513;521
25.12.2004;23.00.00;514;564
26.12.2004;00.00.00;345;688
26.12.2004;01.00.00;231;775
26.12.2004;02.00.00;166;890
26.12.2004;03.00.00;-200;1143
26.12.2004;04.00.00;61;1242
26.12.2004;05.00.00;49;1319
26.12.2004;06.00.00;54;1425
26.12.2004;07.00.00;78;1305
26.12.2004;08.00.00;136;1140
26.12.2004;09.00.00;198;1003
26.12.2004;10.00.00;211;908
26.12.2004;11.00.00;183;942
26.12.2004;12.00.00;277;775
26.12.2004;13.00.00;267;772
26.12.2004;14.00.00;123;981
26.12.2004;15.00.00;68;1056
26.12.2004;16.00.00;186;772
26.12.2004;17.00.00;321;725
26.12.2004;18.00.00;343;687
26.12.2004;19.00.00;550;553
26.12.2004;20.00.00;598;560
26.12.2004;21.00.00;390;700
26.12.2004;22.00.00;159;877
26.12.2004;23.00.00;193;828
27.12.2004;00.00.00;316;700
27.12.2004;01.00.00;199;876
27.12.2004;02.00.00;134;988
27.12.2004;03.00.00;-200;1165
27.12.2004;04.00.00;63;1171
27.12.2004;05.00.00;50;1322
27.12.2004;06.00.00;93;1193
27.12.2004;07.00.00;161;970
27.12.2004;08.00.00;368;688
27.12.2004;09.00.00;344;637
27.12.2004;10.00.00;288;684
27.12.2004;11.00.00;244;748
27.12.2004;12.00.00;224;764
27.12.2004;13.00.00;206;796
27.12.2004;14.00.00;163;840
27.12.2004;15.00.00;296;695
27.12.2004;16.00.00;386;625
27.12.2004;17.00.00;262;735
27.12.2004;18.00.00;212;721
27.12.2004;19.00.00;245;710
27.12.2004;20.00.00;263;705
27.12.2004;21.00.00;300;706
27.12.2004;22.00.00;242;753
27.12.2004;23.00.00;152;916
28.12.2004;00.00.00;165;884
28.12.2004;01.00.00;-200;945
28.12.2004;02.00.00;-200;949
28.12.2004;03.00.00;-200;925
28.12.2004;04.00.00;-200;962
28.12.2004;05.00.00;-200;1266
28.12.2004;06.00.00;-200;1081
28.12.2004;07.00.00;-200;760
28.12.2004;08.00.00;-200;529
28.12.2004;09.00.00;-200;443
28.12.2004;10.00.00;-200;545
28.12.2004;11.00.00;-200;691
28.12.2004;12.00.00;-200;662
28.12.2004;13.00.00;-200;574
28.12.2004;14.00.00;-200;581
28.12.2004;15.00.00;-200;656
28.12.2004;16.00.00;-200;559
28.12.2004;17.00.00;-200;575
28.12.2004;18.00.00;-200;616
28.12.2004;19.00.00;-200;645
28.12.2004;20.00.00;-200;637
28.12.2004;21.00.00;-200;579
28.12.2004;22.00.00;-200;722
28.12.2004;23.00.00;-200;872
29.12.2004;00.00.00;-200;922
29.12.2004;01.00.00;-200;922
29.12.2004;02.00.00;-200;958
29.12.2004;03.00.00;-200;978
29.12.2004;04.00.00;-200;1198
29.12.2004;05.00.00;-200;1144
29.12.2004;06.00.00;-200;1019
29.12.2004;07.00.00;-200;1070
29.12.2004;08.00.00;-200;916
29.12.2004;09.00.00;-200;949
29.12.2004;10.00.00;-200;953
29.12.2004;11.00.00;-200;937
29.12.2004;12.00.00;-200;874
29.12.2004;13.00.00;-200;812
29.12.2004;14.00.00;-200;870
29.12.2004;15.00.00;-200;918
29.12.2004;16.00.00;-200;905
29.12.2004;17.00.00;-200;871
29.12.2004;18.00.00;-200;734
29.12.2004;19.00.00;-200;729
29.12.2004;20.00.00;-200;764
29.12.2004;21.00.00;-200;891
29.12.2004;22.00.00;-200;979
29.12.2004;23.00.00;-200;1033
30.12.2004;00.00.00;-200;1122
30.12.2004;01.00.00;-200;1057
30.12.2004;02.00.00;-200;1163
30.12.2004;03.00.00;-200;1210
30.12.2004;04.00.00;-200;1247
30.12.2004;05.00.00;-200;1226
30.12.2004;06.00.00;-200;1317
30.12.2004;07.00.00;-200;1243
30.12.2004;08.00.00;-200;852
30.12.2004;09.00.00;-200;828
30.12.2004;10.00.00;-200;920
30.12.2004;11.00.00;-200;973
30.12.2004;12.00.00;-200;961
30.12.2004;13.00.00;-200;965
30.12.2004;14.00.00;-200;983
30.12.2004;15.00.00;-200;1040
30.12.2004;16.00.00;-200;906
30.12.2004;17.00.00;-200;962
30.12.2004;18.00.00;-200;781
30.12.2004;19.00.00;-200;883
30.12.2004;20.00.00;-200;718
30.12.2004;21.00.00;-200;849
30.12.2004;22.00.00;-200;991
30.12.2004;23.00.00;-200;946
31.12.2004;00.00.00;-200;827
31.12.2004;01.00.00;-200;889
31.12.2004;02.00.00;-200;995
31.12.2004;03.00.00;-200;1241
31.12.2004;04.00.00;-200;1539
31.12.2004;05.00.00;-200;1568
31.12.2004;06.00.00;-200;1400
31.12.2004;07.00.00;-200;1221
31.12.2004;08.00.00;-200;1152
31.12.2004;09.00.00;-200;953
31.12.2004;10.00.00;-200;815
31.12.2004;11.00.00;-200;909
31.12.2004;12.00.00;-200;1002
31.12.2004;13.00.00;-200;899
31.12.2004;14.00.00;-200;885
31.12.2004;15.00.00;-200;991
31.12.2004;16.00.00;-200;907
31.12.2004;17.00.00;-200;818
31.12.2004;18.00.00;-200;883
31.12.2004;19.00.00;-200;933
31.12.2004;20.00.00;-200;919
31.12.2004;21.00.00;-200;915
31.12.2004;22.00.00;-200;845
31.12.2004;23.00.00;-200;882
01.01.2005;00.00.00;-200;848
01.01.2005;01.00.00;215;649
01.01.2005;02.00.00;300;738
01.01.2005;03.00.00;-200;748
01.01.2005;04.00.00;253;830
01.01.2005;05.00.00;181;879
01.01.2005;06.00.00;171;859
01.01.2005;07.00.00;168;888
01.01.2005;08.00.00;169;973
01.01.2005;09.00.00;145;996
01.01.2005;10.00.00;190;878
01.01.2005;11.00.00;225;846
01.01.2005;12.00.00;261;778
01.01.2005;13.00.00;382;742
01.01.2005;14.00.00;357;721
01.01.2005;15.00.00;299;760
01.01.2005;16.00.00;313;772
01.01.2005;17.00.00;510;659
01.01.2005;18.00.00;832;555
01.01.2005;19.00.00;622;637
01.01.2005;20.00.00;402;720
01.01.2005;21.00.00;334;718
01.01.2005;22.00.00;295;765
01.01.2005;23.00.00;222;820
02.01.2005;00.00.00;230;809
02.01.2005;01.00.00;195;875
02.01.2005;02.00.00;167;916
02.01.2005;03.00.00;-200;868
02.01.2005;04.00.00;148;929
02.01.2005;05.00.00;123;984
02.01.2005;06.00.00;148;992
02.01.2005;07.00.00;143;994
02.01.2005;08.00.00;180;940
02.01.2005;09.00.00;226;887
02.01.2005;10.00.00;254;835
02.01.2005;11.00.00;372;753
02.01.2005;12.00.00;379;752
02.01.2005;13.00.00;478;685
02.01.2005;14.00.00;344;742
02.01.2005;15.00.00;258;791
02.01.2005;16.00.00;474;640
02.01.2005;17.00.00;438;665
02.01.2005;18.00.00;451;674
02.01.2005;19.00.00;473;644
02.01.2005;20.00.00;560;582
02.01.2005;21.00.00;470;-200
02.01.2005;22.00.00;506;-200
02.01.2005;23.00.00;482;-200
03.01.2005;00.00.00;436;-200
03.01.2005;01.00.00;472;-200
03.01.2005;02.00.00;379;-200
03.01.2005;03.00.00;-200;-200
03.01.2005;04.00.00;286;-200
03.01.2005;05.00.00;155;-200
03.01.2005;06.00.00;264;-200
03.01.2005;07.00.00;366;-200
03.01.2005;08.00.00;622;-200
03.01.2005;09.00.00;551;-200
03.01.2005;10.00.00;349;-200
03.01.2005;11.00.00;285;-200
03.01.2005;12.00.00;265;-200
03.01.2005;13.00.00;222;-200
03.01.2005;14.00.00;237;-200
03.01.2005;15.00.00;294;-200
03.01.2005;16.00.00;329;-200
03.01.2005;17.00.00;487;-200
03.01.2005;18.00.00;604;-200
03.01.2005;19.00.00;728;-200
03.01.2005;20.00.00;653;-200
03.01.2005;21.00.00;509;-200
03.01.2005;22.00.00;277;-200
03.01.2005;23.00.00;268;-200
04.01.2005;00.00.00;193;-200
04.01.2005;01.00.00;167;-200
04.01.2005;02.00.00;159;-200
04.01.2005;03.00.00;-200;-200
04.01.2005;04.00.00;89;-200
04.01.2005;05.00.00;97;-200
04.01.2005;06.00.00;182;-200
04.01.2005;07.00.00;262;-200
04.01.2005;08.00.00;561;-200
04.01.2005;09.00.00;540;-200
04.01.2005;10.00.00;480;-200
04.01.2005;11.00.00;608;-200
04.01.2005;12.00.00;584;-200
04.01.2005;13.00.00;426;-200
04.01.2005;14.00.00;397;-200
04.01.2005;15.00.00;473;-200
04.01.2005;16.00.00;369;-200
04.01.2005;17.00.00;532;-200
04.01.2005;18.00.00;498;-200
04.01.2005;19.00.00;487;-200
04.01.2005;20.00.00;629;-200
04.01.2005;21.00.00;502;-200
04.01.2005;22.00.00;381;-200
04.01.2005;23.00.00;250;-200
05.01.2005;00.00.00;266;-200
05.01.2005;01.00.00;226;727
05.01.2005;02.00.00;259;657
05.01.2005;03.00.00;-200;626
05.01.2005;04.00.00;260;649
05.01.2005;05.00.00;242;653
05.01.2005;06.00.00;267;644
05.01.2005;07.00.00;411;576
05.01.2005;08.00.00;670;497
05.01.2005;09.00.00;830;436
05.01.2005;10.00.00;845;456
05.01.2005;11.00.00;992;438
05.01.2005;12.00.00;1130;416
05.01.2005;13.00.00;977;417
05.01.2005;14.00.00;459;553
05.01.2005;15.00.00;346;560
05.01.2005;16.00.00;383;553
05.01.2005;17.00.00;414;559
05.01.2005;18.00.00;370;559
05.01.2005;19.00.00;400;532
05.01.2005;20.00.00;378;539
05.01.2005;21.00.00;357;588
05.01.2005;22.00.00;333;643
05.01.2005;23.00.00;227;764
06.01.2005;00.00.00;203;783
06.01.2005;01.00.00;210;769
06.01.2005;02.00.00;198;781
06.01.2005;03.00.00;-200;874
06.01.2005;04.00.00;89;960
06.01.2005;05.00.00;89;875
06.01.2005;06.00.00;101;1037
06.01.2005;07.00.00;104;1011
06.01.2005;08.00.00;192;827
06.01.2005;09.00.00;237;720
06.01.2005;10.00.00;211;733
06.01.2005;11.00.00;230;739
06.01.2005;12.00.00;240;726
06.01.2005;13.00.00;295;660
06.01.2005;14.00.00;243;733
06.01.2005;15.00.00;196;725
06.01.2005;16.00.00;237;666
06.01.2005;17.00.00;274;685
06.01.2005;18.00.00;352;642
06.01.2005;19.00.00;488;578
06.01.2005;20.00.00;426;591
06.01.2005;21.00.00;376;666
06.01.2005;22.00.00;237;694
06.01.2005;23.00.00;199;736
07.01.2005;00.00.00;164;819
07.01.2005;01.00.00;142;867
07.01.2005;02.00.00;142;881
07.01.2005;03.00.00;-200;938
07.01.2005;04.00.00;127;944
07.01.2005;05.00.00;73;1110
07.01.2005;06.00.00;100;1049
07.01.2005;07.00.00;126;973
07.01.2005;08.00.00;284;719
07.01.2005;09.00.00;419;552
07.01.2005;10.00.00;432;659
07.01.2005;11.00.00;310;632
07.01.2005;12.00.00;446;605
07.01.2005;13.00.00;464;590
07.01.2005;14.00.00;505;563
07.01.2005;15.00.00;564;536
07.01.2005;16.00.00;625;509
07.01.2005;17.00.00;590;499
07.01.2005;18.00.00;712;466
07.01.2005;19.00.00;723;473
07.01.2005;20.00.00;707;487
07.01.2005;21.00.00;737;523
07.01.2005;22.00.00;646;557
07.01.2005;23.00.00;536;623
08.01.2005;00.00.00;567;589
08.01.2005;01.00.00;357;762
08.01.2005;02.00.00;187;863
08.01.2005;03.00.00;-200;871
08.01.2005;04.00.00;169;926
08.01.2005;05.00.00;184;903
08.01.2005;06.00.00;205;878
08.01.2005;07.00.00;213;854
08.01.2005;08.00.00;415;638
08.01.2005;09.00.00;583;542
08.01.2005;10.00.00;462;604
08.01.2005;11.00.00;387;632
08.01.2005;12.00.00;414;605
08.01.2005;13.00.00;440;567
08.01.2005;14.00.00;516;530
08.01.2005;15.00.00;495;555
08.01.2005;16.00.00;643;482
08.01.2005;17.00.00;725;484
08.01.2005;18.00.00;683;498
08.01.2005;19.00.00;681;497
08.01.2005;20.00.00;833;442
08.01.2005;21.00.00;514;553
08.01.2005;22.00.00;371;647
08.01.2005;23.00.00;213;764
09.01.2005;00.00.00;242;750
09.01.2005;01.00.00;241;771
09.01.2005;02.00.00;218;764
09.01.2005;03.00.00;-200;883
09.01.2005;04.00.00;70;976
09.01.2005;05.00.00;54;1017
09.01.2005;06.00.00;60;1035
09.01.2005;07.00.00;55;1063
09.01.2005;08.00.00;93;977
09.01.2005;09.00.00;81;980
09.01.2005;10.00.00;109;846
09.01.2005;11.00.00;251;698
09.01.2005;12.00.00;284;626
09.01.2005;13.00.00;262;628
09.01.2005;14.00.00;256;557
09.01.2005;15.00.00;310;476
09.01.2005;16.00.00;269;648
09.01.2005;17.00.00;348;648
09.01.2005;18.00.00;396;548
09.01.2005;19.00.00;432;641
09.01.2005;20.00.00;419;588
09.01.2005;21.00.00;412;625
09.01.2005;22.00.00;223;734
09.01.2005;23.00.00;242;680
10.01.2005;00.00.00;288;672
10.01.2005;01.00.00;209;666
10.01.2005;02.00.00;141;807
10.01.2005;03.00.00;-200;937
10.01.2005;04.00.00;66;1059
10.01.2005;05.00.00;64;998
10.01.2005;06.00.00;105;900
10.01.2005;07.00.00;303;685
10.01.2005;08.00.00;620;451
10.01.2005;09.00.00;590;433
10.01.2005;10.00.00;592;488
10.01.2005;11.00.00;698;484
10.01.2005;12.00.00;482;512
10.01.2005;13.00.00;575;452
10.01.2005;14.00.00;548;459
10.01.2005;15.00.00;498;456
10.01.2005;16.00.00;479;475
10.01.2005;17.00.00;420;484
10.01.2005;18.00.00;378;489
10.01.2005;19.00.00;340;492
10.01.2005;20.00.00;399;478
10.01.2005;21.00.00;449;503
10.01.2005;22.00.00;374;545
10.01.2005;23.00.00;244;660
11.01.2005;00.00.00;256;647
11.01.2005;01.00.00;212;744
11.01.2005;02.00.00;146;816
11.01.2005;03.00.00;-200;953
11.01.2005;04.00.00;96;899
11.01.2005;05.00.00;106;908
11.01.2005;06.00.00;115;863
11.01.2005;07.00.00;236;760
11.01.2005;08.00.00;583;502
11.01.2005;09.00.00;662;415
11.01.2005;10.00.00;528;518
11.01.2005;11.00.00;549;519
11.01.2005;12.00.00;531;499
11.01.2005;13.00.00;493;507
11.01.2005;14.00.00;527;479
11.01.2005;15.00.00;487;483
11.01.2005;16.00.00;581;451
11.01.2005;17.00.00;531;479
11.01.2005;18.00.00;495;459
11.01.2005;19.00.00;487;465
11.01.2005;20.00.00;596;418
11.01.2005;21.00.00;595;470
11.01.2005;22.00.00;559;486
11.01.2005;23.00.00;586;479
12.01.2005;00.00.00;399;602
12.01.2005;01.00.00;399;564
12.01.2005;02.00.00;381;626
12.01.2005;03.00.00;-200;803
12.01.2005;04.00.00;162;807
12.01.2005;05.00.00;183;800
12.01.2005;06.00.00;357;676
12.01.2005;07.00.00;479;634
12.01.2005;08.00.00;852;470
12.01.2005;09.00.00;822;434
12.01.2005;10.00.00;910;452
12.01.2005;11.00.00;800;497
12.01.2005;12.00.00;758;497
12.01.2005;13.00.00;647;505
12.01.2005;14.00.00;431;546
12.01.2005;15.00.00;491;507
12.01.2005;16.00.00;476;522
12.01.2005;17.00.00;538;521
12.01.2005;18.00.00;621;440
12.01.2005;19.00.00;728;421
12.01.2005;20.00.00;716;428
12.01.2005;21.00.00;782;457
12.01.2005;22.00.00;550;534
12.01.2005;23.00.00;377;605
13.01.2005;00.00.00;391;599
13.01.2005;01.00.00;433;629
13.01.2005;02.00.00;287;746
13.01.2005;03.00.00;-200;753
13.01.2005;04.00.00;192;883
13.01.2005;05.00.00;161;931
13.01.2005;06.00.00;194;915
13.01.2005;07.00.00;343;715
13.01.2005;08.00.00;624;531
13.01.2005;09.00.00;758;452
13.01.2005;10.00.00;760;532
13.01.2005;11.00.00;713;524
13.01.2005;12.00.00;615;583
13.01.2005;13.00.00;319;626
13.01.2005;14.00.00;338;570
13.01.2005;15.00.00;380;564
13.01.2005;16.00.00;366;531
13.01.2005;17.00.00;567;470
13.01.2005;18.00.00;702;414
13.01.2005;19.00.00;523;475
13.01.2005;20.00.00;373;581
13.01.2005;21.00.00;467;571
13.01.2005;22.00.00;260;690
13.01.2005;23.00.00;244;686
14.01.2005;00.00.00;317;669
14.01.2005;01.00.00;224;744
14.01.2005;02.00.00;176;809
14.01.2005;03.00.00;-200;877
14.01.2005;04.00.00;103;866
14.01.2005;05.00.00;367;687
14.01.2005;06.00.00;326;793
14.01.2005;07.00.00;374;732
14.01.2005;08.00.00;756;459
14.01.2005;09.00.00;690;513
14.01.2005;10.00.00;754;515
14.01.2005;11.00.00;750;527
14.01.2005;12.00.00;590;567
14.01.2005;13.00.00;525;526
14.01.2005;14.00.00;406;569
14.01.2005;15.00.00;360;566
14.01.2005;16.00.00;448;535
14.01.2005;17.00.00;733;450
14.01.2005;18.00.00;847;428
14.01.2005;19.00.00;765;435
14.01.2005;20.00.00;715;435
14.01.2005;21.00.00;716;513
14.01.2005;22.00.00;235;782
14.01.2005;23.00.00;198;780
15.01.2005;00.00.00;293;735
15.01.2005;01.00.00;356;737
15.01.2005;02.00.00;285;778
15.01.2005;03.00.00;-200;827
15.01.2005;04.00.00;266;834
15.01.2005;05.00.00;158;940
15.01.2005;06.00.00;95;1013
15.01.2005;07.00.00;148;902
15.01.2005;08.00.00;337;703
15.01.2005;09.00.00;453;650
15.01.2005;10.00.00;497;653
15.01.2005;11.00.00;448;673
15.01.2005;12.00.00;496;633
15.01.2005;13.00.00;535;567
15.01.2005;14.00.00;644;536
15.01.2005;15.00.00;459;622
15.01.2005;16.00.00;409;635
15.01.2005;17.00.00;515;573
15.01.2005;18.00.00;640;525
15.01.2005;19.00.00;816;496
15.01.2005;20.00.00;505;616
15.01.2005;21.00.00;560;590
15.01.2005;22.00.00;389;717
15.01.2005;23.00.00;492;655
16.01.2005;00.00.00;531;623
16.01.2005;01.00.00;487;705
16.01.2005;02.00.00;293;748
16.01.2005;03.00.00;-200;794
16.01.2005;04.00.00;219;819
16.01.2005;05.00.00;198;923
16.01.2005;06.00.00;166;910
16.01.2005;07.00.00;255;835
16.01.2005;08.00.00;312;898
16.01.2005;09.00.00;236;876
16.01.2005;10.00.00;172;1054
16.01.2005;11.00.00;138;1076
16.01.2005;12.00.00;121;1123
16.01.2005;13.00.00;143;1060
16.01.2005;14.00.00;114;1142
16.01.2005;15.00.00;107;1144
16.01.2005;16.00.00;176;1037
16.01.2005;17.00.00;180;1017
16.01.2005;18.00.00;212;1002
16.01.2005;19.00.00;331;839
16.01.2005;20.00.00;369;820
16.01.2005;21.00.00;274;959
16.01.2005;22.00.00;199;995
16.01.2005;23.00.00;248;905
17.01.2005;00.00.00;197;954
17.01.2005;01.00.00;147;991
17.01.2005;02.00.00;135;1001
17.01.2005;03.00.00;-200;1168
17.01.2005;04.00.00;95;1228
17.01.2005;05.00.00;94;1258
17.01.2005;06.00.00;121;1162
17.01.2005;07.00.00;131;1005
17.01.2005;08.00.00;552;612
17.01.2005;09.00.00;614;574
17.01.2005;10.00.00;530;617
17.01.2005;11.00.00;721;612
17.01.2005;12.00.00;474;639
17.01.2005;13.00.00;514;603
17.01.2005;14.00.00;504;611
17.01.2005;15.00.00;508;588
17.01.2005;16.00.00;529;615
17.01.2005;17.00.00;676;535
17.01.2005;18.00.00;1216;374
17.01.2005;19.00.00;1230;384
17.01.2005;20.00.00;582;563
17.01.2005;21.00.00;460;610
17.01.2005;22.00.00;340;715
17.01.2005;23.00.00;298;751
18.01.2005;00.00.00;300;775
18.01.2005;01.00.00;223;850
18.01.2005;02.00.00;151;958
18.01.2005;03.00.00;-200;1016
18.01.2005;04.00.00;108;1076
18.01.2005;05.00.00;125;1023
18.01.2005;06.00.00;181;936
18.01.2005;07.00.00;341;783
18.01.2005;08.00.00;552;599
18.01.2005;09.00.00;839;509
18.01.2005;10.00.00;1049;477
18.01.2005;11.00.00;796;542
18.01.2005;12.00.00;999;479
18.01.2005;13.00.00;1022;445
18.01.2005;14.00.00;1023;420
18.01.2005;15.00.00;1065;431
18.01.2005;16.00.00;1098;436
18.01.2005;17.00.00;1099;436
18.01.2005;18.00.00;939;410
18.01.2005;19.00.00;875;423
18.01.2005;20.00.00;745;466
18.01.2005;21.00.00;339;774
18.01.2005;22.00.00;135;932
18.01.2005;23.00.00;167;820
19.01.2005;00.00.00;232;712
19.01.2005;01.00.00;273;723
19.01.2005;02.00.00;165;822
19.01.2005;03.00.00;-200;1106
19.01.2005;04.00.00;75;1222
19.01.2005;05.00.00;53;1263
19.01.2005;06.00.00;72;1235
19.01.2005;07.00.00;130;1046
19.01.2005;08.00.00;265;760
19.01.2005;09.00.00;314;732
19.01.2005;10.00.00;194;923
19.01.2005;11.00.00;180;1036
19.01.2005;12.00.00;181;1009
19.01.2005;13.00.00;193;889
19.01.2005;14.00.00;263;771
19.01.2005;15.00.00;176;904
19.01.2005;16.00.00;168;891
19.01.2005;17.00.00;170;915
19.01.2005;18.00.00;234;766
19.01.2005;19.00.00;256;770
19.01.2005;20.00.00;257;721
19.01.2005;21.00.00;317;758
19.01.2005;22.00.00;135;1053
19.01.2005;23.00.00;159;963
20.01.2005;00.00.00;186;896
20.01.2005;01.00.00;102;1032
20.01.2005;02.00.00;75;1169
20.01.2005;03.00.00;-200;1205
20.01.2005;04.00.00;41;1315
20.01.2005;05.00.00;50;1278
20.01.2005;06.00.00;189;1013
20.01.2005;07.00.00;182;992
20.01.2005;08.00.00;636;616
20.01.2005;09.00.00;704;552
20.01.2005;10.00.00;854;547
20.01.2005;11.00.00;652;649
20.01.2005;12.00.00;529;641
20.01.2005;13.00.00;438;638
20.01.2005;14.00.00;438;626
20.01.2005;15.00.00;378;745
20.01.2005;16.00.00;482;639
20.01.2005;17.00.00;709;534
20.01.2005;18.00.00;796;455
20.01.2005;19.00.00;605;511
20.01.2005;20.00.00;472;577
20.01.2005;21.00.00;411;618
20.01.2005;22.00.00;264;758
20.01.2005;23.00.00;217;773
21.01.2005;00.00.00;211;780
21.01.2005;01.00.00;179;786
21.01.2005;02.00.00;135;847
21.01.2005;03.00.00;-200;836
21.01.2005;04.00.00;221;757
21.01.2005;05.00.00;284;702
21.01.2005;06.00.00;357;628
21.01.2005;07.00.00;469;582
21.01.2005;08.00.00;766;465
21.01.2005;09.00.00;875;419
21.01.2005;10.00.00;800;500
21.01.2005;11.00.00;815;482
21.01.2005;12.00.00;841;464
21.01.2005;13.00.00;827;451
21.01.2005;14.00.00;402;573
21.01.2005;15.00.00;415;526
21.01.2005;16.00.00;435;469
21.01.2005;17.00.00;570;519
21.01.2005;18.00.00;530;506
