Date;Time;T;RH;AH
11.01.2005;06.00.00;12;69,2;0,9697
11.01.2005;07.00.00;11,7;69,8;0,9612
11.01.2005;08.00.00;12,1;67,6;0,95
11.01.2005;09.00.00;12,5;65,1;0,9399
11.01.2005;10.00.00;12,8;62,5;0,9213
11.01.2005;11.00.00;13,4;59,9;0,9143
11.01.2005;12.00.00;13,4;57,9;0,8895
11.01.2005;13.00.00;13,6;56,4;0,8754
11.01.2005;14.00.00;13,8;56,3;0,8841
11.01.2005;15.00.00;13,7;57,9;0,9063
11.01.2005;16.00.00;13,6;58,9;0,9139
11.01.2005;17.00.00;13,4;59,7;0,9142
11.01.2005;18.00.00;13,3;61,2;0,933
11.01.2005;19.00.00;13,2;61,8;0,9313
11.01.2005;20.00.00;12,9;61,5;0,9139
11.01.2005;21.00.00;12,6;63,9;0,9307
11.01.2005;22.00.00;12;67,4;0,9417
11.01.2005;23.00.00;11,9;69;0,9568
12.01.2005;00.00.00;12;66,6;0,9293
12.01.2005;01.00.00;11,4;69,6;0,9373
12.01.2005;02.00.00;11,2;70,3;0,9323
12.01.2005;03.00.00;11,5;68,2;0,9271
12.01.2005;04.00.00;10,7;71,3;0,9161
12.01.2005;05.00.00;10;74,8;0,9161
12.01.2005;06.00.00;9,2;78,5;0,9143
12.01.2005;07.00.00;8,8;79,4;0,9033
12.01.2005;08.00.00;8,7;79,4;0,8944
12.01.2005;09.00.00;8,9;76,5;0,8767
12.01.2005;10.00.00;9,9;73,3;0,8936
12.01.2005;11.00.00;11,8;65,5;0,901
12.01.2005;12.00.00;13;60,9;0,9061
12.01.2005;13.00.00;14,7;52,3;0,8687
12.01.2005;14.00.00;15,1;49,6;0,8428
12.01.2005;15.00.00;15,7;48,8;0,8657
12.01.2005;16.00.00;15,8;48,9;0,8707
12.01.2005;17.00.00;14,6;54;0,8946
12.01.2005;18.00.00;14,3;56,3;0,9119
12.01.2005;19.00.00;14,1;57,8;0,9262
12.01.2005;20.00.00;13,1;62,9;0,943
12.01.2005;21.00.00;12;67,5;0,9467
12.01.2005;22.00.00;10,7;70,9;0,9113
12.01.2005;23.00.00;10;73,2;0,8988
13.01.2005;00.00.00;9,4;75;0,8874
13.01.2005;01.00.00;8,5;76,9;0,8557
13.01.2005;02.00.00;8,4;75,9;0,8407
13.01.2005;03.00.00;6,9;80,7;0,8054
13.01.2005;04.00.00;6,2;82,1;0,7825
13.01.2005;05.00.00;7;77,3;0,7759
13.01.2005;06.00.00;6,5;79,7;0,7751
13.01.2005;07.00.00;7,7;76,8;0,8112
13.01.2005;08.00.00;8,2;74,9;0,8184
13.01.2005;09.00.00;8,8;73,2;0,8298
13.01.2005;10.00.00;9,7;70,1;0,8432
13.01.2005;11.00.00;11,7;62,7;0,8586
13.01.2005;12.00.00;13,1;58,5;0,877
13.01.2005;13.00.00;14,2;54,1;0,8707
13.01.2005;14.00.00;14,2;54,3;0,8757
13.01.2005;15.00.00;14;56,3;0,894
13.01.2005;16.00.00;13,5;57,8;0,8933
13.01.2005;17.00.00;12,3;63;0,9015
13.01.2005;18.00.00;11,4;68;0,9166
13.01.2005;19.00.00;10,8;69,5;0,8995
13.01.2005;20.00.00;11;67,1;0,8766
13.01.2005;21.00.00;9,5;71,3;0,8458
13.01.2005;22.00.00;8,8;71;0,8089
13.01.2005;23.00.00;8;73,4;0,7899
14.01.2005;00.00.00;7,6;73;0,7629
14.01.2005;01.00.00;7,1;73,9;0,7515
14.01.2005;02.00.00;7,1;73,5;0,7439
14.01.2005;03.00.00;6,7;75;0,739
14.01.2005;04.00.00;5,1;81,3;0,7204
14.01.2005;05.00.00;4,3;82,9;0,6968
14.01.2005;06.00.00;5,3;80,4;0,7234
14.01.2005;07.00.00;5,7;79,3;0,7326
14.01.2005;08.00.00;6,8;74,8;0,7423
14.01.2005;09.00.00;6,9;75,2;0,7505
14.01.2005;10.00.00;8;71,9;0,7712
14.01.2005;11.00.00;9,3;67,1;0,7849
14.01.2005;12.00.00;10,2;63,6;0,7928
14.01.2005;13.00.00;11;60,9;0,7966
14.01.2005;14.00.00;11,3;60,1;0,8022
14.01.2005;15.00.00;12,2;56,9;0,8068
14.01.2005;16.00.00;11,9;59,1;0,8211
14.01.2005;17.00.00;10,3;66,3;0,8286
14.01.2005;18.00.00;8,2;74,9;0,8187
14.01.2005;19.00.00;7,9;77,1;0,8223
14.01.2005;20.00.00;8,3;75;0,8253
14.01.2005;21.00.00;8,2;75,2;0,8185
14.01.2005;22.00.00;8,3;69,7;0,7632
14.01.2005;23.00.00;6,7;74,4;0,7344
15.01.2005;00.00.00;6,4;74,9;0,7238
15.01.2005;01.00.00;4,9;80,1;0,7011
15.01.2005;02.00.00;4,8;79,4;0,6872
15.01.2005;03.00.00;3,3;82,6;0,645
15.01.2005;04.00.00;2,4;86,6;0,6369
15.01.2005;05.00.00;3,4;81,4;0,6425
15.01.2005;06.00.00;4,2;77;0,6439
15.01.2005;07.00.00;3,5;80,8;0,6406
15.01.2005;08.00.00;3,5;80,3;0,6366
15.01.2005;09.00.00;4;78,5;0,645
15.01.2005;10.00.00;4,5;76,6;0,6534
15.01.2005;11.00.00;5,6;72,3;0,6627
15.01.2005;12.00.00;7,5;64,4;0,672
15.01.2005;13.00.00;8,9;60,8;0,6921
15.01.2005;14.00.00;10,6;55,3;0,7058
15.01.2005;15.00.00;12,3;46,3;0,6597
15.01.2005;16.00.00;12,2;47;0,6686
15.01.2005;17.00.00;10,5;55,1;0,6993
15.01.2005;18.00.00;8,7;66,3;0,7491
15.01.2005;19.00.00;7,9;69,9;0,7487
15.01.2005;20.00.00;7,6;65,3;0,6842
15.01.2005;21.00.00;6,5;67,6;0,6608
15.01.2005;22.00.00;5,9;66,4;0,6226
15.01.2005;23.00.00;5,2;70;0,6232
16.01.2005;00.00.00;5,2;67,8;0,6028
16.01.2005;01.00.00;4,9;67,1;0,5863
16.01.2005;02.00.00;5,1;65,5;0,5811
16.01.2005;03.00.00;4;69,5;0,5706
16.01.2005;04.00.00;3,7;68,9;0,5549
16.01.2005;05.00.00;4,5;62,7;0,5343
16.01.2005;06.00.00;4,7;62,3;0,5368
16.01.2005;07.00.00;3,9;67,1;0,5483
16.01.2005;08.00.00;5,7;54,5;0,5034
16.01.2005;09.00.00;6,1;50,3;0,4769
16.01.2005;10.00.00;9;39,5;0,4554
16.01.2005;11.00.00;10,7;34,4;0,4406
16.01.2005;12.00.00;11,1;33,4;0,4401
16.01.2005;13.00.00;11,9;30,8;0,4285
16.01.2005;14.00.00;11,4;32;0,431
16.01.2005;15.00.00;11,3;32,5;0,4334
16.01.2005;16.00.00;11;33;0,4331
16.01.2005;17.00.00;10,3;35;0,4377
16.01.2005;18.00.00;8,4;40,9;0,4542
16.01.2005;19.00.00;8,3;38,5;0,4228
16.01.2005;20.00.00;8,1;37,9;0,41
16.01.2005;21.00.00;7,7;39;0,4106
16.01.2005;22.00.00;7;41,5;0,4193
16.01.2005;23.00.00;6,6;42,6;0,4179
17.01.2005;00.00.00;6,4;44,2;0,428
17.01.2005;01.00.00;6;46;0,4349
17.01.2005;02.00.00;4,4;53,1;0,4484
17.01.2005;03.00.00;4;54,3;0,4454
17.01.2005;04.00.00;3,7;55,8;0,4489
17.01.2005;05.00.00;2,6;58,6;0,4385
17.01.2005;06.00.00;3,2;56;0,4364
17.01.2005;07.00.00;3,6;55,4;0,4419
17.01.2005;08.00.00;1,8;63,3;0,4464
17.01.2005;09.00.00;2,4;60,2;0,4426
17.01.2005;10.00.00;4,6;52,1;0,4472
17.01.2005;11.00.00;8,2;40,5;0,4414
17.01.2005;12.00.00;10,5;34,7;0,4393
17.01.2005;13.00.00;11,1;33,3;0,4384
17.01.2005;14.00.00;11,1;32,6;0,4292
17.01.2005;15.00.00;12,4;28,3;0,4076
17.01.2005;16.00.00;12,9;24,5;0,363
17.01.2005;17.00.00;11,4;28,7;0,3865
17.01.2005;18.00.00;9,2;39,3;0,4573
17.01.2005;19.00.00;7,8;48,1;0,5115
17.01.2005;20.00.00;7,2;50,6;0,517
17.01.2005;21.00.00;6;53,3;0,5008
17.01.2005;22.00.00;5,3;55;0,4921
17.01.2005;23.00.00;4,2;58,1;0,4832
18.01.2005;00.00.00;3,4;60,9;0,4809
18.01.2005;01.00.00;3;60,2;0,4639
18.01.2005;02.00.00;3,2;58,8;0,4578
18.01.2005;03.00.00;3,3;57,7;0,4516
18.01.2005;04.00.00;4,5;53,8;0,4572
18.01.2005;05.00.00;3,1;59,7;0,4604
18.01.2005;06.00.00;4,2;57,1;0,4743
18.01.2005;07.00.00;3,4;58,5;0,4608
18.01.2005;08.00.00;3,9;57,3;0,4661
18.01.2005;09.00.00;4,3;56,8;0,4768
18.01.2005;10.00.00;5,6;52,9;0,4841
18.01.2005;11.00.00;5,5;54,9;0,4985
18.01.2005;12.00.00;5,1;64,3;0,5697
18.01.2005;13.00.00;5,5;66,1;0,601
18.01.2005;14.00.00;5,5;69,3;0,6331
18.01.2005;15.00.00;5;75,5;0,6667
18.01.2005;16.00.00;5,2;76,2;0,6796
18.01.2005;17.00.00;5,3;77,4;0,6954
18.01.2005;18.00.00;5;79,6;0,7022
18.01.2005;19.00.00;5,1;83;0,7352
18.01.2005;20.00.00;6,4;82,9;0,8022
18.01.2005;21.00.00;10,3;74;0,9237
18.01.2005;22.00.00;11,3;71,8;0,9577
18.01.2005;23.00.00;9,8;81,9;0,9923
19.01.2005;00.00.00;9,5;83,8;0,9972
19.01.2005;01.00.00;9,9;81;0,9885
19.01.2005;02.00.00;9,9;79,8;0,9725
19.01.2005;03.00.00;6,9;76,4;0,7661
19.01.2005;04.00.00;4,8;75,7;0,659
19.01.2005;05.00.00;4,7;78,9;0,682
19.01.2005;06.00.00;5;75;0,6627
19.01.2005;07.00.00;5,6;69,5;0,6362
19.01.2005;08.00.00;7;64,9;0,6512
19.01.2005;09.00.00;7,1;65,4;0,6644
19.01.2005;10.00.00;6,4;67,4;0,6537
19.01.2005;11.00.00;5,3;75,9;0,6824
19.01.2005;12.00.00;6,3;73;0,7024
19.01.2005;13.00.00;8,6;63,3;0,7073
19.01.2005;14.00.00;10;55;0,6753
19.01.2005;15.00.00;9,4;53,6;0,6333
19.01.2005;16.00.00;9,2;55;0,6402
19.01.2005;17.00.00;8,7;55,1;0,6228
19.01.2005;18.00.00;8,9;54,4;0,62
19.01.2005;19.00.00;8,6;53,6;0,5992
19.01.2005;20.00.00;9;50,4;0,5809
19.01.2005;21.00.00;9,2;49,8;0,5808
19.01.2005;22.00.00;8,8;52,1;0,5918
19.01.2005;23.00.00;8,8;50,9;0,5781
20.01.2005;00.00.00;8,7;51,1;0,5755
20.01.2005;01.00.00;8,6;51,5;0,5772
20.01.2005;02.00.00;8,5;51,9;0,5766
20.01.2005;03.00.00;8,1;53,1;0,5742
20.01.2005;04.00.00;7,8;54,2;0,5755
20.01.2005;05.00.00;7,1;56;0,569
20.01.2005;06.00.00;7;57,6;0,5784
20.01.2005;07.00.00;7,5;55,3;0,5734
20.01.2005;08.00.00;7;56,3;0,566
20.01.2005;09.00.00;7,6;53,5;0,5605
20.01.2005;10.00.00;8,3;50,5;0,5558
20.01.2005;11.00.00;12,4;37,1;0,5329
20.01.2005;12.00.00;13,9;32,3;0,5117
20.01.2005;13.00.00;14,4;28,9;0,4723
20.01.2005;14.00.00;14,8;25,4;0,4259
20.01.2005;15.00.00;15,1;20,8;0,3536
20.01.2005;16.00.00;15,4;23,5;0,4076
20.01.2005;17.00.00;13,7;28,1;0,4381
20.01.2005;18.00.00;11,5;37,5;0,5068
20.01.2005;19.00.00;10,4;42,3;0,5337
20.01.2005;20.00.00;9,9;44;0,5381
20.01.2005;21.00.00;8,7;48,3;0,5458
20.01.2005;22.00.00;8,1;49,9;0,5417
20.01.2005;23.00.00;7,3;52,8;0,5419
21.01.2005;00.00.00;8;52,2;0,5623
21.01.2005;01.00.00;6,8;56,4;0,5609
21.01.2005;02.00.00;6,7;57,4;0,5654
21.01.2005;03.00.00;5,9;62,1;0,5806
21.01.2005;04.00.00;5,4;65,9;0,5947
21.01.2005;05.00.00;5,5;66,5;0,6054
21.01.2005;06.00.00;5,9;65,8;0,6178
21.01.2005;07.00.00;6,4;63,9;0,6192
21.01.2005;08.00.00;7,2;62,2;0,6351
21.01.2005;09.00.00;7,9;60;0,6406
21.01.2005;10.00.00;8,3;58,5;0,6403
21.01.2005;11.00.00;9,3;54,5;0,6415
21.01.2005;12.00.00;10,2;53,1;0,6608
21.01.2005;13.00.00;11,1;51,4;0,679
21.01.2005;14.00.00;12,8;46,9;0,6919
21.01.2005;15.00.00;13,1;48;0,7181
21.01.2005;16.00.00;13,5;51,5;0,793
21.01.2005;17.00.00;13,4;51,2;0,7808
21.01.2005;18.00.00;12,1;55,3;0,7777
21.01.2005;19.00.00;12;56,5;0,7924
21.01.2005;20.00.00;10,4;64,4;0,8123
21.01.2005;21.00.00;9,4;69,1;0,815
21.01.2005;22.00.00;8,9;71;0,8115
21.01.2005;23.00.00;8,1;73,8;0,7968
22.01.2005;00.00.00;7,3;76,8;0,7904
22.01.2005;01.00.00;7,3;76,7;0,7862
22.01.2005;02.00.00;7,1;77,3;0,7826
22.01.2005;03.00.00;6,7;78,7;0,7779
22.01.2005;04.00.00;7;77,8;0,7848
22.01.2005;05.00.00;5,7;80,5;0,7416
22.01.2005;06.00.00;5,2;81,4;0,7276
22.01.2005;07.00.00;5,6;80,4;0,7349
22.01.2005;08.00.00;6,3;78,8;0,7544
22.01.2005;09.00.00;6,9;76,9;0,7682
22.01.2005;10.00.00;9,2;67,7;0,79
22.01.2005;11.00.00;11,6;59,8;0,8152
22.01.2005;12.00.00;14;52;0,8288
22.01.2005;13.00.00;15;50,2;0,8495
22.01.2005;14.00.00;14,9;49,9;0,8394
22.01.2005;15.00.00;15,8;33,8;0,6034
22.01.2005;16.00.00;15,4;29,3;0,5068
22.01.2005;17.00.00;14,4;25,7;0,4193
22.01.2005;18.00.00;13,4;27,2;0,4157
22.01.2005;19.00.00;12,2;28,7;0,4077
22.01.2005;20.00.00;11,3;25,7;0,3422
22.01.2005;21.00.00;9,7;31,9;0,3848
22.01.2005;22.00.00;8,4;36,5;0,4035
22.01.2005;23.00.00;8,2;36,8;0,4016
23.01.2005;00.00.00;8;36;0,3872
23.01.2005;01.00.00;7;39,9;0,4006
23.01.2005;02.00.00;5,7;44,3;0,4093
23.01.2005;03.00.00;4,7;46,6;0,4025
23.01.2005;04.00.00;4,2;50,8;0,4234
23.01.2005;05.00.00;4,6;45,1;0,3861
23.01.2005;06.00.00;2,7;53,3;0,4006
23.01.2005;07.00.00;3,1;51;0,3947
23.01.2005;08.00.00;2,5;54,1;0,4017
23.01.2005;09.00.00;3,1;53,5;0,4123
23.01.2005;10.00.00;5;47,5;0,418
23.01.2005;11.00.00;5,8;43,4;0,4032
23.01.2005;12.00.00;7,1;42,8;0,4327
23.01.2005;13.00.00;7,9;41,6;0,4459
23.01.2005;14.00.00;8,1;41,2;0,448
23.01.2005;15.00.00;8,3;41,3;0,4533
23.01.2005;16.00.00;8,9;49,1;0,5629
23.01.2005;17.00.00;7,1;66;0,6678
23.01.2005;18.00.00;5,7;75,1;0,6942
23.01.2005;19.00.00;5,4;77,6;0,7031
23.01.2005;20.00.00;5,4;78,2;0,7074
23.01.2005;21.00.00;7,3;68,1;0,6979
23.01.2005;22.00.00;5,8;74,4;0,6924
23.01.2005;23.00.00;6,2;72,3;0,6887
24.01.2005;00.00.00;5,9;72,7;0,6791
24.01.2005;01.00.00;5;76,5;0,6728
24.01.2005;02.00.00;4;80,4;0,663
24.01.2005;03.00.00;5,8;59;0,5493
24.01.2005;04.00.00;5,8;59,5;0,5519
24.01.2005;05.00.00;6,6;51,3;0,5026
24.01.2005;06.00.00;7;47,2;0,4745
24.01.2005;07.00.00;6,6;47,9;0,4686
24.01.2005;08.00.00;7,2;49,8;0,5061
24.01.2005;09.00.00;6,9;52,8;0,5293
24.01.2005;10.00.00;8,7;46,7;0,5249
24.01.2005;11.00.00;10;40,6;0,4971
24.01.2005;12.00.00;11,8;35,4;0,4877
24.01.2005;13.00.00;10,7;37,2;0,4788
24.01.2005;14.00.00;10,9;34,9;0,456
24.01.2005;15.00.00;10,7;33,1;0,4256
24.01.2005;16.00.00;10,6;34,2;0,4375
24.01.2005;17.00.00;8,9;38,1;0,4341
24.01.2005;18.00.00;7,8;39,7;0,4206
24.01.2005;19.00.00;7,3;42,2;0,4341
24.01.2005;20.00.00;6,9;42,5;0,4257
24.01.2005;21.00.00;6,6;43,2;0,4247
24.01.2005;22.00.00;6,4;41,7;0,4034
24.01.2005;23.00.00;6,1;42,6;0,4041
25.01.2005;00.00.00;5,9;41,8;0,3928
25.01.2005;01.00.00;5,7;41,5;0,3836
25.01.2005;02.00.00;5,5;42,4;0,3867
25.01.2005;03.00.00;4,5;52;0,4436
25.01.2005;04.00.00;4,3;51,6;0,4323
25.01.2005;05.00.00;3,7;56,3;0,453
25.01.2005;06.00.00;3,3;58,1;0,4559
25.01.2005;07.00.00;3,9;47,3;0,3862
25.01.2005;08.00.00;4,3;45,9;0,3843
25.01.2005;09.00.00;4,2;50,1;0,4168
25.01.2005;10.00.00;3,4;62,7;0,4943
25.01.2005;11.00.00;5;51,4;0,4534
25.01.2005;12.00.00;5,7;44,1;0,4063
25.01.2005;13.00.00;5,2;44,5;0,3968
25.01.2005;14.00.00;4,7;48,6;0,4194
25.01.2005;15.00.00;4,5;51;0,4327
25.01.2005;16.00.00;5,1;50,1;0,4432
25.01.2005;17.00.00;5;50,4;0,443
25.01.2005;18.00.00;4,3;56,4;0,4721
25.01.2005;19.00.00;4,3;56,7;0,476
25.01.2005;20.00.00;4,3;57;0,4771
25.01.2005;21.00.00;3,5;60,3;0,4782
25.01.2005;22.00.00;4,1;52,5;0,4351
25.01.2005;23.00.00;3,9;50,6;0,4127
26.01.2005;00.00.00;3,9;47,7;0,3901
26.01.2005;01.00.00;4;47,8;0,3939
26.01.2005;02.00.00;3,9;50,9;0,4144
26.01.2005;03.00.00;3;57,7;0,4423
26.01.2005;04.00.00;3,3;52,8;0,4137
26.01.2005;05.00.00;2,7;53,9;0,4062
26.01.2005;06.00.00;2,8;54,4;0,411
26.01.2005;07.00.00;3,6;49;0,3915
26.01.2005;08.00.00;3,3;50,2;0,3934
26.01.2005;09.00.00;3,5;47,5;0,3778
26.01.2005;10.00.00;4,3;49,4;0,4136
26.01.2005;11.00.00;4,5;48,4;0,4131
26.01.2005;12.00.00;4,3;50;0,4199
26.01.2005;13.00.00;4,3;49,7;0,4166
26.01.2005;14.00.00;4,9;45,3;0,3955
26.01.2005;15.00.00;5,6;42,4;0,3884
26.01.2005;16.00.00;5,7;43,1;0,3984
26.01.2005;17.00.00;4,8;49,7;0,4305
26.01.2005;18.00.00;5,1;43;0,3821
26.01.2005;19.00.00;5,3;44,4;0,397
26.01.2005;20.00.00;4,9;47,9;0,418
26.01.2005;21.00.00;4,7;50,8;0,4398
26.01.2005;22.00.00;4,6;54,8;0,4704
26.01.2005;23.00.00;4;56,8;0,4688
27.01.2005;00.00.00;4,2;46,8;0,39
27.01.2005;01.00.00;4,5;42;0,3571
27.01.2005;02.00.00;4,1;42,1;0,3487
27.01.2005;03.00.00;4,5;39,7;0,3379
27.01.2005;04.00.00;4,4;42,2;0,3571
27.01.2005;05.00.00;4,1;45,9;0,3804
27.01.2005;06.00.00;4,3;42,5;0,3556
27.01.2005;07.00.00;4,6;38,1;0,3267
27.01.2005;08.00.00;4,6;39,4;0,3367
27.01.2005;09.00.00;4,8;41,9;0,3634
27.01.2005;10.00.00;5,9;40,2;0,376
27.01.2005;11.00.00;7;38,4;0,3861
27.01.2005;12.00.00;6,6;40,2;0,3944
27.01.2005;13.00.00;6,6;41,2;0,4046
27.01.2005;14.00.00;7,3;36,8;0,3779
27.01.2005;15.00.00;7,3;35;0,3584
27.01.2005;16.00.00;7;33,5;0,3367
27.01.2005;17.00.00;6,5;32,4;0,3155
27.01.2005;18.00.00;5,7;33,9;0,3131
27.01.2005;19.00.00;5;36,1;0,3178
27.01.2005;20.00.00;4,7;38,3;0,3306
27.01.2005;21.00.00;4,5;39,9;0,339
27.01.2005;22.00.00;4,3;41,1;0,3451
27.01.2005;23.00.00;4;43,1;0,3551
28.01.2005;00.00.00;3,7;46;0,3701
28.01.2005;01.00.00;3,3;47,4;0,3716
28.01.2005;02.00.00;3;49,1;0,3774
28.01.2005;03.00.00;3,5;48;0,3822
28.01.2005;04.00.00;3,6;48;0,3835
28.01.2005;05.00.00;4;47,8;0,3919
28.01.2005;06.00.00;4,1;48,1;0,3975
28.01.2005;07.00.00;4,1;47,4;0,3926
28.01.2005;08.00.00;4,2;48,7;0,4073
28.01.2005;09.00.00;4,1;49,8;0,4117
28.01.2005;10.00.00;4,3;48,4;0,4043
28.01.2005;11.00.00;4,6;49,7;0,4271
28.01.2005;12.00.00;4,5;49,6;0,421
28.01.2005;13.00.00;4,4;48,4;0,4087
28.01.2005;14.00.00;4,7;47,2;0,4075
28.01.2005;15.00.00;4,2;49,5;0,4118
28.01.2005;16.00.00;3,4;50,7;0,3991
28.01.2005;17.00.00;-200;-200;-200
28.01.2005;18.00.00;-200;-200;-200
28.01.2005;19.00.00;-200;-200;-200
28.01.2005;20.00.00;-200;-200;-200
28.01.2005;21.00.00;-200;-200;-200
28.01.2005;22.00.00;-200;-200;-200
28.01.2005;23.00.00;-200;-200;-200
29.01.2005;00.00.00;-200;-200;-200
29.01.2005;01.00.00;-200;-200;-200
29.01.2005;02.00.00;1,9;49,7;0,3528
29.01.2005;03.00.00;1,6;52,9;0,3692
29.01.2005;04.00.00;1,4;53,8;0,3687
29.01.2005;05.00.00;1;54,7;0,3657
29.01.2005;06.00.00;1,4;52,3;0,3591
29.01.2005;07.00.00;1,6;51;0,3561
29.01.2005;08.00.00;1,4;53,1;0,3642
29.01.2005;09.00.00;1,7;54,1;0,3785
29.01.2005;10.00.00;2,5;51;0,3778
29.01.2005;11.00.00;2,9;48,7;0,3706
29.01.2005;12.00.00;3,6;45,8;0,3674
29.01.2005;13.00.00;3,1;48,1;0,3722
29.01.2005;14.00.00;3,4;46,6;0,3668
29.01.2005;15.00.00;3,7;45,8;0,3697
29.01.2005;16.00.00;4,4;43,7;0,3688
29.01.2005;17.00.00;4;44,9;0,3689
29.01.2005;18.00.00;3,3;46,8;0,3671
29.01.2005;19.00.00;3,1;48,1;0,3707
29.01.2005;20.00.00;2,8;49;0,37
29.01.2005;21.00.00;3,1;47,4;0,3661
29.01.2005;22.00.00;2,9;49;0,3725
29.01.2005;23.00.00;2,8;49,1;0,3726
30.01.2005;00.00.00;2,9;49,7;0,3782
30.01.2005;01.00.00;3,8;46,5;0,3762
30.01.2005;02.00.00;3,2;46,9;0,3658
30.01.2005;03.00.00;3,1;45,2;0,3504
30.01.2005;04.00.00;3,1;44,8;0,3473
30.01.2005;05.00.00;3,1;44,4;0,342
30.01.2005;06.00.00;3;43,4;0,3337
30.01.2005;07.00.00;2,8;43,8;0,3308
30.01.2005;08.00.00;2,7;43,2;0,3259
30.01.2005;09.00.00;3,3;42,3;0,3299
30.01.2005;10.00.00;4,6;39;0,333
30.01.2005;11.00.00;5,6;37,5;0,3426
30.01.2005;12.00.00;7,2;34,2;0,3488
30.01.2005;13.00.00;6,9;35,6;0,3561
30.01.2005;14.00.00;8,2;30,1;0,3281
30.01.2005;15.00.00;7,6;27,9;0,2927
30.01.2005;16.00.00;7,9;25,9;0,2774
30.01.2005;17.00.00;7,8;28,3;0,3017
30.01.2005;18.00.00;6,3;28,8;0,2772
30.01.2005;19.00.00;5,4;30,1;0,2726
30.01.2005;20.00.00;5;31,1;0,273
30.01.2005;21.00.00;4,6;33,8;0,2898
30.01.2005;22.00.00;4,3;36,6;0,3064
30.01.2005;23.00.00;4;39;0,3203
31.01.2005;00.00.00;2,9;42,8;0,3276
31.01.2005;01.00.00;3,4;38,9;0,3076
31.01.2005;02.00.00;4;36,4;0,2982
31.01.2005;03.00.00;4;36,4;0,2989
31.01.2005;04.00.00;3,7;37,7;0,3024
31.01.2005;05.00.00;3,4;38,9;0,3075
31.01.2005;06.00.00;3,7;37,5;0,3012
31.01.2005;07.00.00;3,7;35,2;0,2833
31.01.2005;08.00.00;3,7;33,9;0,2732
31.01.2005;09.00.00;4,4;38,8;0,328
31.01.2005;10.00.00;6,6;34,4;0,3359
31.01.2005;11.00.00;10;22,4;0,2753
31.01.2005;12.00.00;11,9;18,6;0,2581
31.01.2005;13.00.00;12,5;17,2;0,2477
31.01.2005;14.00.00;13,2;17,3;0,2606
31.01.2005;15.00.00;13,5;18,7;0,2872
31.01.2005;16.00.00;14,1;18,2;0,2908
31.01.2005;17.00.00;13;20,3;0,303
31.01.2005;18.00.00;10,4;24,7;0,3116
31.01.2005;19.00.00;8,6;29,8;0,3344
31.01.2005;20.00.00;7,3;36,8;0,3771
31.01.2005;21.00.00;6,3;39,4;0,3795
31.01.2005;22.00.00;5,4;43,5;0,3922
31.01.2005;23.00.00;5,1;45,6;0,4056
01.02.2005;00.00.00;4,2;49,4;0,412
01.02.2005;01.00.00;4,1;50,1;0,415
01.02.2005;02.00.00;4,1;51,5;0,4263
01.02.2005;03.00.00;3,7;57,5;0,4621
01.02.2005;04.00.00;2,5;64,8;0,4807
01.02.2005;05.00.00;1,8;68,9;0,4878
01.02.2005;06.00.00;2;64,9;0,4661
01.02.2005;07.00.00;2,2;65,3;0,473
01.02.2005;08.00.00;3,1;64;0,4938
01.02.2005;09.00.00;3,7;61,7;0,4967
01.02.2005;10.00.00;4,4;58,8;0,4979
01.02.2005;11.00.00;5,8;54,1;0,502
01.02.2005;12.00.00;7,3;50,8;0,5226
01.02.2005;13.00.00;9,5;47,2;0,5589
01.02.2005;14.00.00;11,8;44,4;0,6118
01.02.2005;15.00.00;12,7;45,5;0,6648
01.02.2005;16.00.00;13,5;44,8;0,6898
01.02.2005;17.00.00;12,3;48,9;0,6967
01.02.2005;18.00.00;10,8;40,3;0,5201
01.02.2005;19.00.00;9,4;36,7;0,4324
01.02.2005;20.00.00;8,3;39,5;0,4318
01.02.2005;21.00.00;7,8;41,3;0,4389
01.02.2005;22.00.00;7,3;43,8;0,4505
01.02.2005;23.00.00;6,7;47,6;0,4688
02.02.2005;00.00.00;6,6;51,2;0,5007
02.02.2005;01.00.00;6,4;52,6;0,5074
02.02.2005;02.00.00;5,3;57,8;0,5177
02.02.2005;03.00.00;3,4;66,7;0,5281
02.02.2005;04.00.00;3,3;66,8;0,5215
02.02.2005;05.00.00;3,7;62,9;0,5059
02.02.2005;06.00.00;2,6;67,5;0,5034
02.02.2005;07.00.00;3,5;60,9;0,4857
02.02.2005;08.00.00;2,7;63,4;0,4787
02.02.2005;09.00.00;2,8;64,2;0,4859
02.02.2005;10.00.00;5,8;53,1;0,4942
02.02.2005;11.00.00;9,7;40,1;0,4832
02.02.2005;12.00.00;12,7;30;0,4398
02.02.2005;13.00.00;13,7;20,7;0,3221
02.02.2005;14.00.00;13,7;19,9;0,3114
02.02.2005;15.00.00;14,1;18,1;0,2884
02.02.2005;16.00.00;14,5;18;0,2956
02.02.2005;17.00.00;13,2;20,4;0,3074
02.02.2005;18.00.00;10,5;25,1;0,3194
02.02.2005;19.00.00;8,9;31,4;0,3597
02.02.2005;20.00.00;8,2;36,2;0,3953
02.02.2005;21.00.00;6,7;39,6;0,3906
02.02.2005;22.00.00;5,8;42;0,3904
02.02.2005;23.00.00;4,9;45,9;0,3999
03.02.2005;00.00.00;4,5;47,9;0,4079
03.02.2005;01.00.00;3,9;51,6;0,4226
03.02.2005;02.00.00;3,4;54,7;0,4323
03.02.2005;03.00.00;3,3;56,1;0,4379
