Date;Time;NMHC(GT)
23.12.2004;01.00.00;-200
23.12.2004;02.00.00;-200
23.12.2004;03.00.00;-200
23.12.2004;04.00.00;-200
23.12.2004;05.00.00;-200
23.12.2004;06.00.00;-200
23.12.2004;07.00.00;-200
23.12.2004;08.00.00;-200
23.12.2004;09.00.00;-200
23.12.2004;10.00.00;-200
23.12.2004;11.00.00;-200
23.12.2004;12.00.00;-200
23.12.2004;13.00.00;-200
23.12.2004;14.00.00;-200
23.12.2004;15.00.00;-200
23.12.2004;16.00.00;-200
23.12.2004;17.00.00;-200
23.12.2004;18.00.00;-200
23.12.2004;19.00.00;-200
23.12.2004;20.00.00;-200
23.12.2004;21.00.00;-200
23.12.2004;22.00.00;-200
23.12.2004;23.00.00;-200
24.12.2004;00.00.00;-200
24.12.2004;01.00.00;-200
24.12.2004;02.00.00;-200
24.12.2004;03.00.00;-200
24.12.2004;04.00.00;-200
24.12.2004;05.00.00;-200
24.12.2004;06.00.00;-200
24.12.2004;07.00.00;-200
24.12.2004;08.00.00;-200
24.12.2004;09.00.00;-200
24.12.2004;10.00.00;-200
24.12.2004;11.00.00;-200
24.12.2004;12.00.00;-200
24.12.2004;13.00.00;-200
24.12.2004;14.00.00;-200
24.12.2004;15.00.00;-200
24.12.2004;16.00.00;-200
24.12.2004;17.00.00;-200
24.12.2004;18.00.00;-200
24.12.2004;19.00.00;-200
24.12.2004;20.00.00;-200
24.12.2004;21.00.00;-200
24.12.2004;22.00.00;-200
24.12.2004;23.00.00;-200
25.12.2004;00.00.00;-200
25.12.2004;01.00.00;-200
25.12.2004;02.00.00;-200
25.12.2004;03.00.00;-200
25.12.2004;04.00.00;-200
25.12.2004;05.00.00;-200
25.12.2004;06.00.00;-200
25.12.2004;07.00.00;-200
25.12.2004;08.00.00;-200
25.12.2004;09.00.00;-200
25.12.2004;10.00.00;-200
25.12.2004;11.00.00;-200
25.12.2004;12.00.00;-200
25.12.2004;13.00.00;-200
25.12.2004;14.00.00;-200
25.12.2004;15.00.00;-200
25.12.2004;16.00.00;-200
25.12.2004;17.00.00;-200
25.12.2004;18.00.00;-200
25.12.2004;19.00.00;-200
25.12.2004;20.00.00;-200
25.12.2004;21.00.00;-200
25.12.2004;22.00.00;-200
25.12.2004;23.00.00;-200
26.12.2004;00.00.00;-200
26.12.2004;01.00.00;-200
26.12.2004;02.00.00;-200
26.12.2004;03.00.00;-200
26.12.2004;04.00.00;-200
26.12.2004;05.00.00;-200
26.12.2004;06.00.00;-200
26.12.2004;07.00.00;-200
26.12.2004;08.00.00;-200
26.12.2004;09.00.00;-200
26.12.2004;10.00.00;-200
26.12.2004;11.00.00;-200
26.12.2004;12.00.00;-200
26.12.2004;13.00.00;-200
26.12.2004;14.00.00;-200
26.12.2004;15.00.00;-200
26.12.2004;16.00.00;-200
26.12.2004;17.00.00;-200
26.12.2004;18.00.00;-200
26.12.2004;19.00.00;-200
26.12.2004;20.00.00;-200
26.12.2004;21.00.00;-200
26.12.2004;22.00.00;-200
26.12.2004;23.00.00;-200
27.12.2004;00.00.00;-200
27.12.2004;01.00.00;-200
27.12.2004;02.00.00;-200
27.12.2004;03.00.00;-200
27.12.2004;04.00.00;-200
27.12.2004;05.00.00;-200
27.12.2004;06.00.00;-200
27.12.2004;07.00.00;-200
27.12.2004;08.00.00;-200
27.12.2004;09.00.00;-200
27.12.2004;10.00.00;-200
27.12.2004;11.00.00;-200
27.12.2004;12.00.00;-200
27.12.2004;13.00.00;-200
27.12.2004;14.00.00;-200
27.12.2004;15.00.00;-200
27.12.2004;16.00.00;-200
27.12.2004;17.00.00;-200
27.12.2004;18.00.00;-200
27.12.2004;19.00.00;-200
27.12.2004;20.00.00;-200
27.12.2004;21.00.00;-200
27.12.2004;22.00.00;-200
27.12.2004;23.00.00;-200
28.12.2004;00.00.00;-200
28.12.2004;01.00.00;-200
28.12.2004;02.00.00;-200
28.12.2004;03.00.00;-200
28.12.2004;04.00.00;-200
28.12.2004;05.00.00;-200
28.12.2004;06.00.00;-200
28.12.2004;07.00.00;-200
28.12.2004;08.00.00;-200
28.12.2004;09.00.00;-200
28.12.2004;10.00.00;-200
28.12.2004;11.00.00;-200
28.12.2004;12.00.00;-200
28.12.2004;13.00.00;-200
28.12.2004;14.00.00;-200
28.12.2004;15.00.00;-200
28.12.2004;16.00.00;-200
28.12.2004;17.00.00;-200
28.12.2004;18.00.00;-200
28.12.2004;19.00.00;-200
28.12.2004;20.00.00;-200
28.12.2004;21.00.00;-200
28.12.2004;22.00.00;-200
28.12.2004;23.00.00;-200
29.12.2004;00.00.00;-200
29.12.2004;01.00.00;-200
29.12.2004;02.00.00;-200
29.12.2004;03.00.00;-200
29.12.2004;04.00.00;-200
29.12.2004;05.00.00;-200
29.12.2004;06.00.00;-200
29.12.2004;07.00.00;-200
29.12.2004;08.00.00;-200
29.12.2004;09.00.00;-200
29.12.2004;10.00.00;-200
29.12.2004;11.00.00;-200
29.12.2004;12.00.00;-200
29.12.2004;13.00.00;-200
29.12.2004;14.00.00;-200
29.12.2004;15.00.00;-200
29.12.2004;16.00.00;-200
29.12.2004;17.00.00;-200
29.12.2004;18.00.00;-200
29.12.2004;19.00.00;-200
29.12.2004;20.00.00;-200
29.12.2004;21.00.00;-200
29.12.2004;22.00.00;-200
29.12.2004;23.00.00;-200
30.12.2004;00.00.00;-200
30.12.2004;01.00.00;-200
30.12.2004;02.00.00;-200
30.12.2004;03.00.00;-200
30.12.2004;04.00.00;-200
30.12.2004;05.00.00;-200
30.12.2004;06.00.00;-200
30.12.2004;07.00.00;-200
30.12.2004;08.00.00;-200
30.12.2004;09.00.00;-200
30.12.2004;10.00.00;-200
30.12.2004;11.00.00;-200
30.12.2004;12.00.00;-200
30.12.2004;13.00.00;-200
30.12.2004;14.00.00;-200
30.12.2004;15.00.00;-200
30.12.2004;16.00.00;-200
30.12.2004;17.00.00;-200
30.12.2004;18.00.00;-200
30.12.2004;19.00.00;-200
30.12.2004;20.00.00;-200
30.12.2004;21.00.00;-200
30.12.2004;22.00.00;-200
30.12.2004;23.00.00;-200
31.12.2004;00.00.00;-200
31.12.2004;01.00.00;-200
31.12.2004;02.00.00;-200
31.12.2004;03.00.00;-200
31.12.2004;04.00.00;-200
31.12.2004;05.00.00;-200
31.12.2004;06.00.00;-200
31.12.2004;07.00.00;-200
31.12.2004;08.00.00;-200
31.12.2004;09.00.00;-200
31.12.2004;10.00.00;-200
31.12.2004;11.00.00;-200
31.12.2004;12.00.00;-200
31.12.2004;13.00.00;-200
31.12.2004;14.00.00;-200
31.12.2004;15.00.00;-200
31.12.2004;16.00.00;-200
31.12.2004;17.00.00;-200
31.12.2004;18.00.00;-200
31.12.2004;19.00.00;-200
31.12.2004;20.00.00;-200
31.12.2004;21.00.00;-200
31.12.2004;22.00.00;-200
31.12.2004;23.00.00;-200
01.01.2005;00.00.00;-200
01.01.2005;01.00.00;-200
01.01.2005;02.00.00;-200
01.01.2005;03.00.00;-200
01.01.2005;04.00.00;-200
01.01.2005;05.00.00;-200
01.01.2005;06.00.00;-200
01.01.2005;07.00.00;-200
01.01.2005;08.00.00;-200
01.01.2005;09.00.00;-200
01.01.2005;10.00.00;-200
01.01.2005;11.00.00;-200
01.01.2005;12.00.00;-200
01.01.2005;13.00.00;-200
01.01.2005;14.00.00;-200
01.01.2005;15.00.00;-200
01.01.2005;16.00.00;-200
01.01.2005;17.00.00;-200
01.01.2005;18.00.00;-200
01.01.2005;19.00.00;-200
01.01.2005;20.00.00;-200
01.01.2005;21.00.00;-200
01.01.2005;22.00.00;-200
01.01.2005;23.00.00;-200
02.01.2005;00.00.00;-200
02.01.2005;01.00.00;-200
02.01.2005;02.00.00;-200
02.01.2005;03.00.00;-200
02.01.2005;04.00.00;-200
02.01.2005;05.00.00;-200
02.01.2005;06.00.00;-200
02.01.2005;07.00.00;-200
02.01.2005;08.00.00;-200
02.01.2005;09.00.00;-200
02.01.2005;10.00.00;-200
02.01.2005;11.00.00;-200
02.01.2005;12.00.00;-200
02.01.2005;13.00.00;-200
02.01.2005;14.00.00;-200
02.01.2005;15.00.00;-200
02.01.2005;16.00.00;-200
02.01.2005;17.00.00;-200
02.01.2005;18.00.00;-200
02.01.2005;19.00.00;-200
02.01.2005;20.00.00;-200
02.01.2005;21.00.00;-200
02.01.2005;22.00.00;-200
02.01.2005;23.00.00;-200
03.01.2005;00.00.00;-200
03.01.2005;01.00.00;-200
03.01.2005;02.00.00;-200
03.01.2005;03.00.00;-200
03.01.2005;04.00.00;-200
03.01.2005;05.00.00;-200
03.01.2005;06.00.00;-200
03.01.2005;07.00.00;-200
03.01.2005;08.00.00;-200
03.01.2005;09.00.00;-200
03.01.2005;10.00.00;-200
03.01.2005;11.00.00;-200
03.01.2005;12.00.00;-200
03.01.2005;13.00.00;-200
03.01.2005;14.00.00;-200
03.01.2005;15.00.00;-200
03.01.2005;16.00.00;-200
03.01.2005;17.00.00;-200
03.01.2005;18.00.00;-200
03.01.2005;19.00.00;-200
03.01.2005;20.00.00;-200
03.01.2005;21.00.00;-200
03.01.2005;22.00.00;-200
03.01.2005;23.00.00;-200
04.01.2005;00.00.00;-200
04.01.2005;01.00.00;-200
04.01.2005;02.00.00;-200
04.01.2005;03.00.00;-200
04.01.2005;04.00.00;-200
04.01.2005;05.00.00;-200
04.01.2005;06.00.00;-200
04.01.2005;07.00.00;-200
04.01.2005;08.00.00;-200
04.01.2005;09.00.00;-200
04.01.2005;10.00.00;-200
04.01.2005;11.00.00;-200
04.01.2005;12.00.00;-200
04.01.2005;13.00.00;-200
04.01.2005;14.00.00;-200
04.01.2005;15.00.00;-200
04.01.2005;16.00.00;-200
04.01.2005;17.00.00;-200
04.01.2005;18.00.00;-200
04.01.2005;19.00.00;-200
04.01.2005;20.00.00;-200
04.01.2005;21.00.00;-200
04.01.2005;22.00.00;-200
04.01.2005;23.00.00;-200
05.01.2005;00.00.00;-200
05.01.2005;01.00.00;-200
05.01.2005;02.00.00;-200
05.01.2005;03.00.00;-200
05.01.2005;04.00.00;-200
05.01.2005;05.00.00;-200
05.01.2005;06.00.00;-200
05.01.2005;07.00.00;-200
05.01.2005;08.00.00;-200
05.01.2005;09.00.00;-200
05.01.2005;10.00.00;-200
05.01.2005;11.00.00;-200
05.01.2005;12.00.00;-200
05.01.2005;13.00.00;-200
05.01.2005;14.00.00;-200
05.01.2005;15.00.00;-200
05.01.2005;16.00.00;-200
05.01.2005;17.00.00;-200
05.01.2005;18.00.00;-200
05.01.2005;19.00.00;-200
05.01.2005;20.00.00;-200
05.01.2005;21.00.00;-200
05.01.2005;22.00.00;-200
05.01.2005;23.00.00;-200
06.01.2005;00.00.00;-200
06.01.2005;01.00.00;-200
06.01.2005;02.00.00;-200
06.01.2005;03.00.00;-200
06.01.2005;04.00.00;-200
06.01.2005;05.00.00;-200
06.01.2005;06.00.00;-200
06.01.2005;07.00.00;-200
06.01.2005;08.00.00;-200
06.01.2005;09.00.00;-200
06.01.2005;10.00.00;-200
06.01.2005;11.00.00;-200
06.01.2005;12.00.00;-200
06.01.2005;13.00.00;-200
06.01.2005;14.00.00;-200
06.01.2005;15.00.00;-200
06.01.2005;16.00.00;-200
06.01.2005;17.00.00;-200
06.01.2005;18.00.00;-200
06.01.2005;19.00.00;-200
06.01.2005;20.00.00;-200
06.01.2005;21.00.00;-200
06.01.2005;22.00.00;-200
06.01.2005;23.00.00;-200
07.01.2005;00.00.00;-200
07.01.2005;01.00.00;-200
07.01.2005;02.00.00;-200
07.01.2005;03.00.00;-200
07.01.2005;04.00.00;-200
07.01.2005;05.00.00;-200
07.01.2005;06.00.00;-200
07.01.2005;07.00.00;-200
07.01.2005;08.00.00;-200
07.01.2005;09.00.00;-200
07.01.2005;10.00.00;-200
07.01.2005;11.00.00;-200
07.01.2005;12.00.00;-200
07.01.2005;13.00.00;-200
07.01.2005;14.00.00;-200
07.01.2005;15.00.00;-200
07.01.2005;16.00.00;-200
07.01.2005;17.00.00;-200
07.01.2005;18.00.00;-200
07.01.2005;19.00.00;-200
07.01.2005;20.00.00;-200
07.01.2005;21.00.00;-200
07.01.2005;22.00.00;-200
07.01.2005;23.00.00;-200
08.01.2005;00.00.00;-200
08.01.2005;01.00.00;-200
08.01.2005;02.00.00;-200
08.01.2005;03.00.00;-200
08.01.2005;04.00.00;-200
08.01.2005;05.00.00;-200
08.01.2005;06.00.00;-200
08.01.2005;07.00.00;-200
08.01.2005;08.00.00;-200
08.01.2005;09.00.00;-200
08.01.2005;10.00.00;-200
08.01.2005;11.00.00;-200
08.01.2005;12.00.00;-200
08.01.2005;13.00.00;-200
08.01.2005;14.00.00;-200
08.01.2005;15.00.00;-200
08.01.2005;16.00.00;-200
08.01.2005;17.00.00;-200
08.01.2005;18.00.00;-200
08.01.2005;19.00.00;-200
08.01.2005;20.00.00;-200
08.01.2005;21.00.00;-200
08.01.2005;22.00.00;-200
08.01.2005;23.00.00;-200
09.01.2005;00.00.00;-200
09.01.2005;01.00.00;-200
09.01.2005;02.00.00;-200
09.01.2005;03.00.00;-200
09.01.2005;04.00.00;-200
09.01.2005;05.00.00;-200
09.01.2005;06.00.00;-200
09.01.2005;07.00.00;-200
09.01.2005;08.00.00;-200
09.01.2005;09.00.00;-200
09.01.2005;10.00.00;-200
09.01.2005;11.00.00;-200
09.01.2005;12.00.00;-200
09.01.2005;13.00.00;-200
09.01.2005;14.00.00;-200
09.01.2005;15.00.00;-200
09.01.2005;16.00.00;-200
09.01.2005;17.00.00;-200
09.01.2005;18.00.00;-200
09.01.2005;19.00.00;-200
09.01.2005;20.00.00;-200
09.01.2005;21.00.00;-200
09.01.2005;22.00.00;-200
09.01.2005;23.00.00;-200
10.01.2005;00.00.00;-200
10.01.2005;01.00.00;-200
10.01.2005;02.00.00;-200
10.01.2005;03.00.00;-200
10.01.2005;04.00.00;-200
10.01.2005;05.00.00;-200
10.01.2005;06.00.00;-200
10.01.2005;07.00.00;-200
10.01.2005;08.00.00;-200
10.01.2005;09.00.00;-200
10.01.2005;10.00.00;-200
10.01.2005;11.00.00;-200
10.01.2005;12.00.00;-200
10.01.2005;13.00.00;-200
10.01.2005;14.00.00;-200
10.01.2005;15.00.00;-200
10.01.2005;16.00.00;-200
10.01.2005;17.00.00;-200
10.01.2005;18.00.00;-200
10.01.2005;19.00.00;-200
10.01.2005;20.00.00;-200
10.01.2005;21.00.00;-200
10.01.2005;22.00.00;-200
10.01.2005;23.00.00;-200
11.01.2005;00.00.00;-200
11.01.2005;01.00.00;-200
11.01.2005;02.00.00;-200
11.01.2005;03.00.00;-200
11.01.2005;04.00.00;-200
11.01.2005;05.00.00;-200
11.01.2005;06.00.00;-200
11.01.2005;07.00.00;-200
11.01.2005;08.00.00;-200
11.01.2005;09.00.00;-200
11.01.2005;10.00.00;-200
11.01.2005;11.00.00;-200
11.01.2005;12.00.00;-200
11.01.2005;13.00.00;-200
11.01.2005;14.00.00;-200
11.01.2005;15.00.00;-200
11.01.2005;16.00.00;-200
11.01.2005;17.00.00;-200
11.01.2005;18.00.00;-200
11.01.2005;19.00.00;-200
11.01.2005;20.00.00;-200
11.01.2005;21.00.00;-200
11.01.2005;22.00.00;-200
11.01.2005;23.00.00;-200
12.01.2005;00.00.00;-200
12.01.2005;01.00.00;-200
12.01.2005;02.00.00;-200
12.01.2005;03.00.00;-200
12.01.2005;04.00.00;-200
12.01.2005;05.00.00;-200
12.01.2005;06.00.00;-200
12.01.2005;07.00.00;-200
12.01.2005;08.00.00;-200
12.01.2005;09.00.00;-200
12.01.2005;10.00.00;-200
12.01.2005;11.00.00;-200
12.01.2005;12.00.00;-200
12.01.2005;13.00.00;-200
12.01.2005;14.00.00;-200
12.01.2005;15.00.00;-200
12.01.2005;16.00.00;-200
12.01.2005;17.00.00;-200
12.01.2005;18.00.00;-200
12.01.2005;19.00.00;-200
12.01.2005;20.00.00;-200
12.01.2005;21.00.00;-200
12.01.2005;22.00.00;-200
12.01.2005;23.00.00;-200
13.01.2005;00.00.00;-200
13.01.2005;01.00.00;-200
13.01.2005;02.00.00;-200
13.01.2005;03.00.00;-200
13.01.2005;04.00.00;-200
13.01.2005;05.00.00;-200
13.01.2005;06.00.00;-200
13.01.2005;07.00.00;-200
13.01.2005;08.00.00;-200
13.01.2005;09.00.00;-200
13.01.2005;10.00.00;-200
13.01.2005;11.00.00;-200
13.01.2005;12.00.00;-200
13.01.2005;13.00.00;-200
13.01.2005;14.00.00;-200
13.01.2005;15.00.00;-200
13.01.2005;16.00.00;-200
13.01.2005;17.00.00;-200
13.01.2005;18.00.00;-200
13.01.2005;19.00.00;-200
13.01.2005;20.00.00;-200
13.01.2005;21.00.00;-200
13.01.2005;22.00.00;-200
13.01.2005;23.00.00;-200
14.01.2005;00.00.00;-200
14.01.2005;01.00.00;-200
14.01.2005;02.00.00;-200
14.01.2005;03.00.00;-200
14.01.2005;04.00.00;-200
14.01.2005;05.00.00;-200
14.01.2005;06.00.00;-200
14.01.2005;07.00.00;-200
14.01.2005;08.00.00;-200
14.01.2005;09.00.00;-200
14.01.2005;10.00.00;-200
14.01.2005;11.00.00;-200
14.01.2005;12.00.00;-200
14.01.2005;13.00.00;-200
14.01.2005;14.00.00;-200
14.01.2005;15.00.00;-200
14.01.2005;16.00.00;-200
14.01.2005;17.00.00;-200
14.01.2005;18.00.00;-200
14.01.2005;19.00.00;-200
14.01.2005;20.00.00;-200
14.01.2005;21.00.00;-200
14.01.2005;22.00.00;-200
14.01.2005;23.00.00;-200
15.01.2005;00.00.00;-200
15.01.2005;01.00.00;-200
15.01.2005;02.00.00;-200
15.01.2005;03.00.00;-200
15.01.2005;04.00.00;-200
15.01.2005;05.00.00;-200
15.01.2005;06.00.00;-200
15.01.2005;07.00.00;-200
15.01.2005;08.00.00;-200
15.01.2005;09.00.00;-200
15.01.2005;10.00.00;-200
15.01.2005;11.00.00;-200
15.01.2005;12.00.00;-200
15.01.2005;13.00.00;-200
15.01.2005;14.00.00;-200
15.01.2005;15.00.00;-200
15.01.2005;16.00.00;-200
15.01.2005;17.00.00;-200
15.01.2005;18.00.00;-200
15.01.2005;19.00.00;-200
15.01.2005;20.00.00;-200
15.01.2005;21.00.00;-200
15.01.2005;22.00.00;-200
15.01.2005;23.00.00;-200
16.01.2005;00.00.00;-200
16.01.2005;01.00.00;-200
16.01.2005;02.00.00;-200
16.01.2005;03.00.00;-200
16.01.2005;04.00.00;-200
16.01.2005;05.00.00;-200
16.01.2005;06.00.00;-200
16.01.2005;07.00.00;-200
16.01.2005;08.00.00;-200
16.01.2005;09.00.00;-200
16.01.2005;10.00.00;-200
16.01.2005;11.00.00;-200
16.01.2005;12.00.00;-200
16.01.2005;13.00.00;-200
16.01.2005;14.00.00;-200
16.01.2005;15.00.00;-200
16.01.2005;16.00.00;-200
16.01.2005;17.00.00;-200
16.01.2005;18.00.00;-200
16.01.2005;19.00.00;-200
16.01.2005;20.00.00;-200
16.01.2005;21.00.00;-200
16.01.2005;22.00.00;-200
16.01.2005;23.00.00;-200
17.01.2005;00.00.00;-200
17.01.2005;01.00.00;-200
17.01.2005;02.00.00;-200
17.01.2005;03.00.00;-200
17.01.2005;04.00.00;-200
17.01.2005;05.00.00;-200
17.01.2005;06.00.00;-200
17.01.2005;07.00.00;-200
17.01.2005;08.00.00;-200
17.01.2005;09.00.00;-200
17.01.2005;10.00.00;-200
17.01.2005;11.00.00;-200
17.01.2005;12.00.00;-200
17.01.2005;13.00.00;-200
17.01.2005;14.00.00;-200
17.01.2005;15.00.00;-200
17.01.2005;16.00.00;-200
17.01.2005;17.00.00;-200
17.01.2005;18.00.00;-200
17.01.2005;19.00.00;-200
17.01.2005;20.00.00;-200
17.01.2005;21.00.00;-200
17.01.2005;22.00.00;-200
17.01.2005;23.00.00;-200
18.01.2005;00.00.00;-200
18.01.2005;01.00.00;-200
18.01.2005;02.00.00;-200
18.01.2005;03.00.00;-200
18.01.2005;04.00.00;-200
18.01.2005;05.00.00;-200
18.01.2005;06.00.00;-200
18.01.2005;07.00.00;-200
18.01.2005;08.00.00;-200
18.01.2005;09.00.00;-200
18.01.2005;10.00.00;-200
18.01.2005;11.00.00;-200
18.01.2005;12.00.00;-200
18.01.2005;13.00.00;-200
18.01.2005;14.00.00;-200
18.01.2005;15.00.00;-200
18.01.2005;16.00.00;-200
18.01.2005;17.00.00;-200
18.01.2005;18.00.00;-200
18.01.2005;19.00.00;-200
18.01.2005;20.00.00;-200
18.01.2005;21.00.00;-200
18.01.2005;22.00.00;-200
18.01.2005;23.00.00;-200
19.01.2005;00.00.00;-200
19.01.2005;01.00.00;-200
19.01.2005;02.00.00;-200
19.01.2005;03.00.00;-200
19.01.2005;04.00.00;-200
19.01.2005;05.00.00;-200
19.01.2005;06.00.00;-200
19.01.2005;07.00.00;-200
19.01.2005;08.00.00;-200
19.01.2005;09.00.00;-200
19.01.2005;10.00.00;-200
19.01.2005;11.00.00;-200
19.01.2005;12.00.00;-200
19.01.2005;13.00.00;-200
19.01.2005;14.00.00;-200
19.01.2005;15.00.00;-200
19.01.2005;16.00.00;-200
19.01.2005;17.00.00;-200
19.01.2005;18.00.00;-200
19.01.2005;19.00.00;-200
19.01.2005;20.00.00;-200
19.01.2005;21.00.00;-200
19.01.2005;22.00.00;-200
19.01.2005;23.00.00;-200
20.01.2005;00.00.00;-200
20.01.2005;01.00.00;-200
20.01.2005;02.00.00;-200
20.01.2005;03.00.00;-200
20.01.2005;04.00.00;-200
20.01.2005;05.00.00;-200
20.01.2005;06.00.00;-200
20.01.2005;07.00.00;-200
20.01.2005;08.00.00;-200
20.01.2005;09.00.00;-200
20.01.2005;10.00.00;-200
20.01.2005;11.00.00;-200
20.01.2005;12.00.00;-200
20.01.2005;13.00.00;-200
20.01.2005;14.00.00;-200
20.01.2005;15.00.00;-200
20.01.2005;16.00.00;-200
20.01.2005;17.00.00;-200
20.01.2005;18.00.00;-200
20.01.2005;19.00.00;-200
20.01.2005;20.00.00;-200
20.01.2005;21.00.00;-200
20.01.2005;22.00.00;-200
20.01.2005;23.00.00;-200
21.01.2005;00.00.00;-200
21.01.2005;01.00.00;-200
21.01.2005;02.00.00;-200
21.01.2005;03.00.00;-200
21.01.2005;04.00.00;-200
21.01.2005;05.00.00;-200
21.01.2005;06.00.00;-200
21.01.2005;07.00.00;-200
21.01.2005;08.00.00;-200
21.01.2005;09.00.00;-200
21.01.2005;10.00.00;-200
21.01.2005;11.00.00;-200
21.01.2005;12.00.00;-200
21.01.2005;13.00.00;-200
21.01.2005;14.00.00;-200
21.01.2005;15.00.00;-200
21.01.2005;16.00.00;-200
21.01.2005;17.00.00;-200
21.01.2005;18.00.00;-200
21.01.2005;19.00.00;-200
21.01.2005;20.00.00;-200
21.01.2005;21.00.00;-200
21.01.2005;22.00.00;-200
21.01.2005;23.00.00;-200
22.01.2005;00.00.00;-200
22.01.2005;01.00.00;-200
22.01.2005;02.00.00;-200
22.01.2005;03.00.00;-200
22.01.2005;04.00.00;-200
22.01.2005;05.00.00;-200
22.01.2005;06.00.00;-200
22.01.2005;07.00.00;-200
22.01.2005;08.00.00;-200
22.01.2005;09.00.00;-200
22.01.2005;10.00.00;-200
22.01.2005;11.00.00;-200
22.01.2005;12.00.00;-200
22.01.2005;13.00.00;-200
22.01.2005;14.00.00;-200
22.01.2005;15.00.00;-200
22.01.2005;16.00.00;-200
22.01.2005;17.00.00;-200
22.01.2005;18.00.00;-200
22.01.2005;19.00.00;-200
22.01.2005;20.00.00;-200
22.01.2005;21.00.00;-200
22.01.2005;22.00.00;-200
22.01.2005;23.00.00;-200
23.01.2005;00.00.00;-200
23.01.2005;01.00.00;-200
23.01.2005;02.00.00;-200
23.01.2005;03.00.00;-200
23.01.2005;04.00.00;-200
23.01.2005;05.00.00;-200
23.01.2005;06.00.00;-200
23.01.2005;07.00.00;-200
23.01.2005;08.00.00;-200
23.01.2005;09.00.00;-200
23.01.2005;10.00.00;-200
23.01.2005;11.00.00;-200
23.01.2005;12.00.00;-200
23.01.2005;13.00.00;-200
23.01.2005;14.00.00;-200
23.01.2005;15.00.00;-200
23.01.2005;16.00.00;-200
23.01.2005;17.00.00;-200
23.01.2005;18.00.00;-200
23.01.2005;19.00.00;-200
23.01.2005;20.00.00;-200
23.01.2005;21.00.00;-200
23.01.2005;22.00.00;-200
23.01.2005;23.00.00;-200
24.01.2005;00.00.00;-200
24.01.2005;01.00.00;-200
24.01.2005;02.00.00;-200
24.01.2005;03.00.00;-200
24.01.2005;04.00.00;-200
24.01.2005;05.00.00;-200
24.01.2005;06.00.00;-200
24.01.2005;07.00.00;-200
24.01.2005;08.00.00;-200
24.01.2005;09.00.00;-200
24.01.2005;10.00.00;-200
24.01.2005;11.00.00;-200
24.01.2005;12.00.00;-200
24.01.2005;13.00.00;-200
24.01.2005;14.00.00;-200
24.01.2005;15.00.00;-200
24.01.2005;16.00.00;-200
24.01.2005;17.00.00;-200
24.01.2005;18.00.00;-200
24.01.2005;19.00.00;-200
24.01.2005;20.00.00;-200
24.01.2005;21.00.00;-200
24.01.2005;22.00.00;-200
24.01.2005;23.00.00;-200
25.01.2005;00.00.00;-200
25.01.2005;01.00.00;-200
25.01.2005;02.00.00;-200
25.01.2005;03.00.00;-200
25.01.2005;04.00.00;-200
25.01.2005;05.00.00;-200
25.01.2005;06.00.00;-200
25.01.2005;07.00.00;-200
25.01.2005;08.00.00;-200
25.01.2005;09.00.00;-200
25.01.2005;10.00.00;-200
25.01.2005;11.00.00;-200
25.01.2005;12.00.00;-200
25.01.2005;13.00.00;-200
25.01.2005;14.00.00;-200
25.01.2005;15.00.00;-200
25.01.2005;16.00.00;-200
25.01.2005;17.00.00;-200
25.01.2005;18.00.00;-200
25.01.2005;19.00.00;-200
25.01.2005;20.00.00;-200
25.01.2005;21.00.00;-200
25.01.2005;22.00.00;-200
25.01.2005;23.00.00;-200
26.01.2005;00.00.00;-200
26.01.2005;01.00.00;-200
26.01.2005;02.00.00;-200
26.01.2005;03.00.00;-200
26.01.2005;04.00.00;-200
26.01.2005;05.00.00;-200
26.01.2005;06.00.00;-200
26.01.2005;07.00.00;-200
26.01.2005;08.00.00;-200
26.01.2005;09.00.00;-200
26.01.2005;10.00.00;-200
26.01.2005;11.00.00;-200
26.01.2005;12.00.00;-200
26.01.2005;13.00.00;-200
26.01.2005;14.00.00;-200
26.01.2005;15.00.00;-200
26.01.2005;16.00.00;-200
26.01.2005;17.00.00;-200
26.01.2005;18.00.00;-200
26.01.2005;19.00.00;-200
26.01.2005;20.00.00;-200
26.01.2005;21.00.00;-200
26.01.2005;22.00.00;-200
26.01.2005;23.00.00;-200
27.01.2005;00.00.00;-200
27.01.2005;01.00.00;-200
27.01.2005;02.00.00;-200
27.01.2005;03.00.00;-200
27.01.2005;04.00.00;-200
27.01.2005;05.00.00;-200
27.01.2005;06.00.00;-200
27.01.2005;07.00.00;-200
27.01.2005;08.00.00;-200
27.01.2005;09.00.00;-200
27.01.2005;10.00.00;-200
27.01.2005;11.00.00;-200
27.01.2005;12.00.00;-200
27.01.2005;13.00.00;-200
27.01.2005;14.00.00;-200
27.01.2005;15.00.00;-200
27.01.2005;16.00.00;-200
27.01.2005;17.00.00;-200
27.01.2005;18.00.00;-200
27.01.2005;19.00.00;-200
27.01.2005;20.00.00;-200
27.01.2005;21.00.00;-200
27.01.2005;22.00.00;-200
27.01.2005;23.00.00;-200
28.01.2005;00.00.00;-200
28.01.2005;01.00.00;-200
28.01.2005;02.00.00;-200
28.01.2005;03.00.00;-200
28.01.2005;04.00.00;-200
28.01.2005;05.00.00;-200
28.01.2005;06.00.00;-200
28.01.2005;07.00.00;-200
28.01.2005;08.00.00;-200
28.01.2005;09.00.00;-200
28.01.2005;10.00.00;-200
