Date;Time;PT08.S2(NMHC)
22.12.2004;02.00.00;761
22.12.2004;03.00.00;648
22.12.2004;04.00.00;525
22.12.2004;05.00.00;541
22.12.2004;06.00.00;563
22.12.2004;07.00.00;701
22.12.2004;08.00.00;931
22.12.2004;09.00.00;1066
22.12.2004;10.00.00;926
22.12.2004;11.00.00;877
22.12.2004;12.00.00;909
22.12.2004;13.00.00;920
22.12.2004;14.00.00;902
22.12.2004;15.00.00;843
22.12.2004;16.00.00;938
22.12.2004;17.00.00;1025
22.12.2004;18.00.00;972
22.12.2004;19.00.00;1105
22.12.2004;20.00.00;1161
22.12.2004;21.00.00;1030
22.12.2004;22.00.00;1023
22.12.2004;23.00.00;796
23.12.2004;00.00.00;785
23.12.2004;01.00.00;790
23.12.2004;02.00.00;773
23.12.2004;03.00.00;693
23.12.2004;04.00.00;657
23.12.2004;05.00.00;554
23.12.2004;06.00.00;623
23.12.2004;07.00.00;779
23.12.2004;08.00.00;1096
23.12.2004;09.00.00;1148
23.12.2004;10.00.00;1076
23.12.2004;11.00.00;1177
23.12.2004;12.00.00;1178
23.12.2004;13.00.00;1188
23.12.2004;14.00.00;1256
23.12.2004;15.00.00;1079
23.12.2004;16.00.00;1238
23.12.2004;17.00.00;1528
23.12.2004;18.00.00;1622
23.12.2004;19.00.00;1689
23.12.2004;20.00.00;1692
23.12.2004;21.00.00;1462
23.12.2004;22.00.00;1314
23.12.2004;23.00.00;1209
24.12.2004;00.00.00;1216
24.12.2004;01.00.00;1137
24.12.2004;02.00.00;1052
24.12.2004;03.00.00;997
24.12.2004;04.00.00;929
24.12.2004;05.00.00;931
24.12.2004;06.00.00;909
24.12.2004;07.00.00;958
24.12.2004;08.00.00;1136
24.12.2004;09.00.00;1307
24.12.2004;10.00.00;1263
24.12.2004;11.00.00;1263
24.12.2004;12.00.00;1254
24.12.2004;13.00.00;1425
24.12.2004;14.00.00;1375
24.12.2004;15.00.00;1208
24.12.2004;16.00.00;1356
24.12.2004;17.00.00;1337
24.12.2004;18.00.00;1338
24.12.2004;19.00.00;-200
24.12.2004;20.00.00;-200
24.12.2004;21.00.00;-200
24.12.2004;22.00.00;-200
24.12.2004;23.00.00;-200
25.12.2004;00.00.00;1168
25.12.2004;01.00.00;1123
25.12.2004;02.00.00;1100
25.12.2004;03.00.00;1027
25.12.2004;04.00.00;997
25.12.2004;05.00.00;924
25.12.2004;06.00.00;924
25.12.2004;07.00.00;944
25.12.2004;08.00.00;926
25.12.2004;09.00.00;956
25.12.2004;10.00.00;1015
25.12.2004;11.00.00;999
25.12.2004;12.00.00;1090
25.12.2004;13.00.00;1243
25.12.2004;14.00.00;1090
25.12.2004;15.00.00;966
25.12.2004;16.00.00;1093
25.12.2004;17.00.00;1161
25.12.2004;18.00.00;1234
25.12.2004;19.00.00;1240
25.12.2004;20.00.00;1333
25.12.2004;21.00.00;1132
25.12.2004;22.00.00;1174
25.12.2004;23.00.00;1086
26.12.2004;00.00.00;886
26.12.2004;01.00.00;810
26.12.2004;02.00.00;680
26.12.2004;03.00.00;541
26.12.2004;04.00.00;522
26.12.2004;05.00.00;479
26.12.2004;06.00.00;464
26.12.2004;07.00.00;485
26.12.2004;08.00.00;569
26.12.2004;09.00.00;618
26.12.2004;10.00.00;659
26.12.2004;11.00.00;685
26.12.2004;12.00.00;799
26.12.2004;13.00.00;803
26.12.2004;14.00.00;632
26.12.2004;15.00.00;596
26.12.2004;16.00.00;801
26.12.2004;17.00.00;853
26.12.2004;18.00.00;942
26.12.2004;19.00.00;1116
26.12.2004;20.00.00;1088
26.12.2004;21.00.00;866
26.12.2004;22.00.00;701
26.12.2004;23.00.00;776
27.12.2004;00.00.00;873
27.12.2004;01.00.00;705
27.12.2004;02.00.00;630
27.12.2004;03.00.00;548
27.12.2004;04.00.00;526
27.12.2004;05.00.00;465
27.12.2004;06.00.00;535
27.12.2004;07.00.00;653
27.12.2004;08.00.00;943
27.12.2004;09.00.00;978
27.12.2004;10.00.00;926
27.12.2004;11.00.00;832
27.12.2004;12.00.00;822
27.12.2004;13.00.00;800
27.12.2004;14.00.00;763
27.12.2004;15.00.00;899
27.12.2004;16.00.00;996
27.12.2004;17.00.00;854
27.12.2004;18.00.00;891
27.12.2004;19.00.00;899
27.12.2004;20.00.00;905
27.12.2004;21.00.00;876
27.12.2004;22.00.00;812
27.12.2004;23.00.00;665
28.12.2004;00.00.00;715
28.12.2004;01.00.00;659
28.12.2004;02.00.00;648
28.12.2004;03.00.00;654
28.12.2004;04.00.00;623
28.12.2004;05.00.00;484
28.12.2004;06.00.00;572
28.12.2004;07.00.00;839
28.12.2004;08.00.00;1158
28.12.2004;09.00.00;1389
28.12.2004;10.00.00;1159
28.12.2004;11.00.00;946
28.12.2004;12.00.00;993
28.12.2004;13.00.00;1143
28.12.2004;14.00.00;1138
28.12.2004;15.00.00;1003
28.12.2004;16.00.00;1164
28.12.2004;17.00.00;1144
28.12.2004;18.00.00;1063
28.12.2004;19.00.00;1020
28.12.2004;20.00.00;1026
28.12.2004;21.00.00;1080
28.12.2004;22.00.00;828
28.12.2004;23.00.00;687
29.12.2004;00.00.00;645
29.12.2004;01.00.00;642
29.12.2004;02.00.00;637
29.12.2004;03.00.00;598
29.12.2004;04.00.00;502
29.12.2004;05.00.00;534
29.12.2004;06.00.00;549
29.12.2004;07.00.00;587
29.12.2004;08.00.00;678
29.12.2004;09.00.00;644
29.12.2004;10.00.00;652
29.12.2004;11.00.00;668
29.12.2004;12.00.00;729
29.12.2004;13.00.00;786
29.12.2004;14.00.00;739
29.12.2004;15.00.00;719
29.12.2004;16.00.00;735
29.12.2004;17.00.00;759
29.12.2004;18.00.00;941
29.12.2004;19.00.00;939
29.12.2004;20.00.00;865
29.12.2004;21.00.00;750
29.12.2004;22.00.00;670
29.12.2004;23.00.00;631
30.12.2004;00.00.00;598
30.12.2004;01.00.00;639
30.12.2004;02.00.00;567
30.12.2004;03.00.00;545
30.12.2004;04.00.00;493
30.12.2004;05.00.00;505
30.12.2004;06.00.00;470
30.12.2004;07.00.00;534
30.12.2004;08.00.00;822
30.12.2004;09.00.00;816
30.12.2004;10.00.00;764
30.12.2004;11.00.00;716
30.12.2004;12.00.00;734
30.12.2004;13.00.00;741
30.12.2004;14.00.00;725
30.12.2004;15.00.00;689
30.12.2004;16.00.00;794
30.12.2004;17.00.00;751
30.12.2004;18.00.00;903
30.12.2004;19.00.00;774
30.12.2004;20.00.00;987
30.12.2004;21.00.00;788
30.12.2004;22.00.00;660
30.12.2004;23.00.00;724
31.12.2004;00.00.00;823
31.12.2004;01.00.00;752
31.12.2004;02.00.00;654
31.12.2004;03.00.00;522
31.12.2004;04.00.00;431
31.12.2004;05.00.00;426
31.12.2004;06.00.00;452
31.12.2004;07.00.00;506
31.12.2004;08.00.00;552
31.12.2004;09.00.00;656
31.12.2004;10.00.00;793
31.12.2004;11.00.00;737
31.12.2004;12.00.00;697
31.12.2004;13.00.00;821
31.12.2004;14.00.00;794
31.12.2004;15.00.00;717
31.12.2004;16.00.00;794
31.12.2004;17.00.00;883
31.12.2004;18.00.00;817
31.12.2004;19.00.00;781
31.12.2004;20.00.00;780
31.12.2004;21.00.00;790
31.12.2004;22.00.00;791
31.12.2004;23.00.00;744
01.01.2005;00.00.00;724
01.01.2005;01.00.00;930
01.01.2005;02.00.00;878
01.01.2005;03.00.00;881
01.01.2005;04.00.00;791
01.01.2005;05.00.00;753
01.01.2005;06.00.00;777
01.01.2005;07.00.00;736
01.01.2005;08.00.00;653
01.01.2005;09.00.00;649
01.01.2005;10.00.00;748
01.01.2005;11.00.00;782
01.01.2005;12.00.00;875
01.01.2005;13.00.00;914
01.01.2005;14.00.00;934
01.01.2005;15.00.00;896
01.01.2005;16.00.00;885
01.01.2005;17.00.00;1053
01.01.2005;18.00.00;1198
01.01.2005;19.00.00;1029
01.01.2005;20.00.00;897
01.01.2005;21.00.00;905
01.01.2005;22.00.00;830
01.01.2005;23.00.00;773
02.01.2005;00.00.00;775
02.01.2005;01.00.00;726
02.01.2005;02.00.00;685
02.01.2005;03.00.00;739
02.01.2005;04.00.00;673
02.01.2005;05.00.00;634
02.01.2005;06.00.00;613
02.01.2005;07.00.00;629
02.01.2005;08.00.00;674
02.01.2005;09.00.00;704
02.01.2005;10.00.00;760
02.01.2005;11.00.00;879
02.01.2005;12.00.00;860
02.01.2005;13.00.00;962
02.01.2005;14.00.00;837
02.01.2005;15.00.00;790
02.01.2005;16.00.00;998
02.01.2005;17.00.00;936
02.01.2005;18.00.00;931
02.01.2005;19.00.00;996
02.01.2005;20.00.00;1084
02.01.2005;21.00.00;-200
02.01.2005;22.00.00;-200
02.01.2005;23.00.00;-200
03.01.2005;00.00.00;-200
03.01.2005;01.00.00;-200
03.01.2005;02.00.00;-200
03.01.2005;03.00.00;-200
03.01.2005;04.00.00;-200
03.01.2005;05.00.00;-200
03.01.2005;06.00.00;-200
03.01.2005;07.00.00;-200
03.01.2005;08.00.00;-200
03.01.2005;09.00.00;-200
03.01.2005;10.00.00;-200
03.01.2005;11.00.00;-200
03.01.2005;12.00.00;-200
03.01.2005;13.00.00;-200
03.01.2005;14.00.00;-200
03.01.2005;15.00.00;-200
03.01.2005;16.00.00;-200
03.01.2005;17.00.00;-200
03.01.2005;18.00.00;-200
03.01.2005;19.00.00;-200
03.01.2005;20.00.00;-200
03.01.2005;21.00.00;-200
03.01.2005;22.00.00;-200
03.01.2005;23.00.00;-200
04.01.2005;00.00.00;-200
04.01.2005;01.00.00;-200
04.01.2005;02.00.00;-200
04.01.2005;03.00.00;-200
04.01.2005;04.00.00;-200
04.01.2005;05.00.00;-200
04.01.2005;06.00.00;-200
04.01.2005;07.00.00;-200
04.01.2005;08.00.00;-200
04.01.2005;09.00.00;-200
04.01.2005;10.00.00;-200
04.01.2005;11.00.00;-200
04.01.2005;12.00.00;-200
04.01.2005;13.00.00;-200
04.01.2005;14.00.00;-200
04.01.2005;15.00.00;-200
04.01.2005;16.00.00;-200
04.01.2005;17.00.00;-200
04.01.2005;18.00.00;-200
04.01.2005;19.00.00;-200
04.01.2005;20.00.00;-200
04.01.2005;21.00.00;-200
04.01.2005;22.00.00;-200
04.01.2005;23.00.00;-200
05.01.2005;00.00.00;-200
05.01.2005;01.00.00;792
05.01.2005;02.00.00;901
05.01.2005;03.00.00;921
05.01.2005;04.00.00;889
05.01.2005;05.00.00;850
05.01.2005;06.00.00;904
05.01.2005;07.00.00;1019
05.01.2005;08.00.00;1193
05.01.2005;09.00.00;1341
05.01.2005;10.00.00;1277
05.01.2005;11.00.00;1376
05.01.2005;12.00.00;1438
05.01.2005;13.00.00;1434
05.01.2005;14.00.00;1090
05.01.2005;15.00.00;1112
05.01.2005;16.00.00;1111
05.01.2005;17.00.00;1099
05.01.2005;18.00.00;1099
05.01.2005;19.00.00;1148
05.01.2005;20.00.00;1146
05.01.2005;21.00.00;1046
05.01.2005;22.00.00;947
05.01.2005;23.00.00;810
06.01.2005;00.00.00;795
06.01.2005;01.00.00;785
06.01.2005;02.00.00;783
06.01.2005;03.00.00;681
06.01.2005;04.00.00;622
06.01.2005;05.00.00;679
06.01.2005;06.00.00;568
06.01.2005;07.00.00;629
06.01.2005;08.00.00;712
06.01.2005;09.00.00;823
06.01.2005;10.00.00;803
06.01.2005;11.00.00;826
06.01.2005;12.00.00;805
06.01.2005;13.00.00;921
06.01.2005;14.00.00;819
06.01.2005;15.00.00;829
06.01.2005;16.00.00;893
06.01.2005;17.00.00;885
06.01.2005;18.00.00;935
06.01.2005;19.00.00;1063
06.01.2005;20.00.00;1027
06.01.2005;21.00.00;915
06.01.2005;22.00.00;869
06.01.2005;23.00.00;806
07.01.2005;00.00.00;729
07.01.2005;01.00.00;687
07.01.2005;02.00.00;661
07.01.2005;03.00.00;620
07.01.2005;04.00.00;617
07.01.2005;05.00.00;540
07.01.2005;06.00.00;567
07.01.2005;07.00.00;659
07.01.2005;08.00.00;884
07.01.2005;09.00.00;1157
07.01.2005;10.00.00;950
07.01.2005;11.00.00;1013
07.01.2005;12.00.00;998
07.01.2005;13.00.00;1030
07.01.2005;14.00.00;1088
07.01.2005;15.00.00;1142
07.01.2005;16.00.00;1195
07.01.2005;17.00.00;1195
07.01.2005;18.00.00;1337
07.01.2005;19.00.00;1357
07.01.2005;20.00.00;1311
07.01.2005;21.00.00;1231
07.01.2005;22.00.00;1161
07.01.2005;23.00.00;1035
08.01.2005;00.00.00;1085
08.01.2005;01.00.00;843
08.01.2005;02.00.00;744
08.01.2005;03.00.00;701
08.01.2005;04.00.00;674
08.01.2005;05.00.00;675
08.01.2005;06.00.00;691
08.01.2005;07.00.00;736
08.01.2005;08.00.00;978
08.01.2005;09.00.00;1140
08.01.2005;10.00.00;1026
08.01.2005;11.00.00;992
08.01.2005;12.00.00;1020
08.01.2005;13.00.00;1087
08.01.2005;14.00.00;1127
08.01.2005;15.00.00;1076
08.01.2005;16.00.00;1265
08.01.2005;17.00.00;1235
08.01.2005;18.00.00;1196
08.01.2005;19.00.00;1208
08.01.2005;20.00.00;1363
08.01.2005;21.00.00;1105
08.01.2005;22.00.00;943
08.01.2005;23.00.00;813
09.01.2005;00.00.00;826
09.01.2005;01.00.00;789
09.01.2005;02.00.00;791
09.01.2005;03.00.00;674
09.01.2005;04.00.00;609
09.01.2005;05.00.00;571
09.01.2005;06.00.00;556
09.01.2005;07.00.00;552
09.01.2005;08.00.00;586
09.01.2005;09.00.00;580
09.01.2005;10.00.00;683
09.01.2005;11.00.00;797
09.01.2005;12.00.00;903
09.01.2005;13.00.00;901
09.01.2005;14.00.00;1070
09.01.2005;15.00.00;1242
09.01.2005;16.00.00;929
09.01.2005;17.00.00;933
09.01.2005;18.00.00;1121
09.01.2005;19.00.00;952
09.01.2005;20.00.00;1034
09.01.2005;21.00.00;962
09.01.2005;22.00.00;804
09.01.2005;23.00.00;877
10.01.2005;00.00.00;873
10.01.2005;01.00.00;876
10.01.2005;02.00.00;704
10.01.2005;03.00.00;591
10.01.2005;04.00.00;532
10.01.2005;05.00.00;571
10.01.2005;06.00.00;650
10.01.2005;07.00.00;843
10.01.2005;08.00.00;1324
10.01.2005;09.00.00;1334
10.01.2005;10.00.00;1183
10.01.2005;11.00.00;1193
10.01.2005;12.00.00;1141
10.01.2005;13.00.00;1298
10.01.2005;14.00.00;1276
10.01.2005;15.00.00;1277
10.01.2005;16.00.00;1223
10.01.2005;17.00.00;1210
10.01.2005;18.00.00;1213
10.01.2005;19.00.00;1192
10.01.2005;20.00.00;1218
10.01.2005;21.00.00;1137
10.01.2005;22.00.00;1047
10.01.2005;23.00.00;871
11.01.2005;00.00.00;888
11.01.2005;01.00.00;757
11.01.2005;02.00.00;708
11.01.2005;03.00.00;592
11.01.2005;04.00.00;644
11.01.2005;05.00.00;629
11.01.2005;06.00.00;671
11.01.2005;07.00.00;775
11.01.2005;08.00.00;1268
11.01.2005;09.00.00;1466
11.01.2005;10.00.00;1158
11.01.2005;11.00.00;1166
11.01.2005;12.00.00;1192
11.01.2005;13.00.00;1184
11.01.2005;14.00.00;1261
11.01.2005;15.00.00;1239
11.01.2005;16.00.00;1299
11.01.2005;17.00.00;1228
11.01.2005;18.00.00;1277
11.01.2005;19.00.00;1288
11.01.2005;20.00.00;1416
11.01.2005;21.00.00;1251
11.01.2005;22.00.00;1197
11.01.2005;23.00.00;1186
12.01.2005;00.00.00;964
12.01.2005;01.00.00;1029
12.01.2005;02.00.00;942
12.01.2005;03.00.00;729
12.01.2005;04.00.00;722
12.01.2005;05.00.00;746
12.01.2005;06.00.00;868
12.01.2005;07.00.00;951
12.01.2005;08.00.00;1234
12.01.2005;09.00.00;1298
12.01.2005;10.00.00;1286
12.01.2005;11.00.00;1196
12.01.2005;12.00.00;1218
12.01.2005;13.00.00;1231
12.01.2005;14.00.00;1155
12.01.2005;15.00.00;1244
12.01.2005;16.00.00;1216
12.01.2005;17.00.00;1226
12.01.2005;18.00.00;1440
12.01.2005;19.00.00;1512
12.01.2005;20.00.00;1492
12.01.2005;21.00.00;1386
12.01.2005;22.00.00;1154
12.01.2005;23.00.00;1020
13.01.2005;00.00.00;1032
13.01.2005;01.00.00;985
13.01.2005;02.00.00;814
13.01.2005;03.00.00;824
13.01.2005;04.00.00;695
13.01.2005;05.00.00;666
13.01.2005;06.00.00;694
13.01.2005;07.00.00;901
13.01.2005;08.00.00;1190
13.01.2005;09.00.00;1403
13.01.2005;10.00.00;1170
13.01.2005;11.00.00;1196
13.01.2005;12.00.00;1077
13.01.2005;13.00.00;1025
13.01.2005;14.00.00;1081
13.01.2005;15.00.00;1118
13.01.2005;16.00.00;1175
13.01.2005;17.00.00;1295
13.01.2005;18.00.00;1470
13.01.2005;19.00.00;1290
13.01.2005;20.00.00;1093
13.01.2005;21.00.00;1085
13.01.2005;22.00.00;880
13.01.2005;23.00.00;892
14.01.2005;00.00.00;930
14.01.2005;01.00.00;830
14.01.2005;02.00.00;736
14.01.2005;03.00.00;691
14.01.2005;04.00.00;721
14.01.2005;05.00.00;851
14.01.2005;06.00.00;762
14.01.2005;07.00.00;869
14.01.2005;08.00.00;1418
14.01.2005;09.00.00;1206
14.01.2005;10.00.00;1229
14.01.2005;11.00.00;1212
14.01.2005;12.00.00;1140
14.01.2005;13.00.00;1222
14.01.2005;14.00.00;1151
14.01.2005;15.00.00;1134
14.01.2005;16.00.00;1207
14.01.2005;17.00.00;1412
14.01.2005;18.00.00;1458
14.01.2005;19.00.00;1463
14.01.2005;20.00.00;1447
14.01.2005;21.00.00;1246
14.01.2005;22.00.00;819
14.01.2005;23.00.00;845
15.01.2005;00.00.00;877
15.01.2005;01.00.00;878
15.01.2005;02.00.00;820
15.01.2005;03.00.00;767
15.01.2005;04.00.00;756
15.01.2005;05.00.00;659
15.01.2005;06.00.00;641
15.01.2005;07.00.00;728
15.01.2005;08.00.00;967
15.01.2005;09.00.00;1012
15.01.2005;10.00.00;1001
15.01.2005;11.00.00;977
15.01.2005;12.00.00;1035
15.01.2005;13.00.00;1166
15.01.2005;14.00.00;1244
15.01.2005;15.00.00;1061
15.01.2005;16.00.00;1029
15.01.2005;17.00.00;1154
15.01.2005;18.00.00;1223
15.01.2005;19.00.00;1319
15.01.2005;20.00.00;1078
15.01.2005;21.00.00;1140
15.01.2005;22.00.00;910
15.01.2005;23.00.00;1017
16.01.2005;00.00.00;1104
16.01.2005;01.00.00;970
16.01.2005;02.00.00;884
16.01.2005;03.00.00;813
16.01.2005;04.00.00;807
16.01.2005;05.00.00;721
16.01.2005;06.00.00;737
16.01.2005;07.00.00;783
16.01.2005;08.00.00;751
16.01.2005;09.00.00;827
16.01.2005;10.00.00;625
16.01.2005;11.00.00;629
16.01.2005;12.00.00;602
16.01.2005;13.00.00;652
16.01.2005;14.00.00;576
16.01.2005;15.00.00;584
16.01.2005;16.00.00;642
16.01.2005;17.00.00;668
16.01.2005;18.00.00;674
16.01.2005;19.00.00;861
16.01.2005;20.00.00;873
16.01.2005;21.00.00;730
16.01.2005;22.00.00;705
16.01.2005;23.00.00;771
17.01.2005;00.00.00;701
17.01.2005;01.00.00;682
17.01.2005;02.00.00;648
17.01.2005;03.00.00;534
17.01.2005;04.00.00;512
17.01.2005;05.00.00;504
17.01.2005;06.00.00;552
17.01.2005;07.00.00;667
17.01.2005;08.00.00;1176
17.01.2005;09.00.00;1239
17.01.2005;10.00.00;1139
17.01.2005;11.00.00;1153
17.01.2005;12.00.00;1096
17.01.2005;13.00.00;1134
17.01.2005;14.00.00;1138
17.01.2005;15.00.00;1209
17.01.2005;16.00.00;1158
17.01.2005;17.00.00;1330
17.01.2005;18.00.00;1831
17.01.2005;19.00.00;1712
17.01.2005;20.00.00;1201
17.01.2005;21.00.00;1098
17.01.2005;22.00.00;926
17.01.2005;23.00.00;875
18.01.2005;00.00.00;845
18.01.2005;01.00.00;762
18.01.2005;02.00.00;677
18.01.2005;03.00.00;613
18.01.2005;04.00.00;592
18.01.2005;05.00.00;618
18.01.2005;06.00.00;680
18.01.2005;07.00.00;855
18.01.2005;08.00.00;1204
18.01.2005;09.00.00;1305
18.01.2005;10.00.00;1428
18.01.2005;11.00.00;1215
18.01.2005;12.00.00;1336
18.01.2005;13.00.00;1432
18.01.2005;14.00.00;1502
18.01.2005;15.00.00;1457
18.01.2005;16.00.00;1420
18.01.2005;17.00.00;1416
18.01.2005;18.00.00;1496
18.01.2005;19.00.00;1455
18.01.2005;20.00.00;1342
18.01.2005;21.00.00;813
18.01.2005;22.00.00;670
18.01.2005;23.00.00;758
19.01.2005;00.00.00;840
19.01.2005;01.00.00;842
19.01.2005;02.00.00;733
19.01.2005;03.00.00;549
19.01.2005;04.00.00;506
19.01.2005;05.00.00;492
19.01.2005;06.00.00;515
19.01.2005;07.00.00;622
19.01.2005;08.00.00;881
19.01.2005;09.00.00;868
19.01.2005;10.00.00;692
19.01.2005;11.00.00;618
19.01.2005;12.00.00;634
19.01.2005;13.00.00;742
19.01.2005;14.00.00;845
19.01.2005;15.00.00;729
19.01.2005;16.00.00;729
19.01.2005;17.00.00;715
19.01.2005;18.00.00;883
19.01.2005;19.00.00;858
19.01.2005;20.00.00;962
19.01.2005;21.00.00;892
19.01.2005;22.00.00;611
19.01.2005;23.00.00;707
20.01.2005;00.00.00;715
20.01.2005;01.00.00;618
20.01.2005;02.00.00;530
20.01.2005;03.00.00;514
20.01.2005;04.00.00;470
20.01.2005;05.00.00;493
20.01.2005;06.00.00;646
20.01.2005;07.00.00;636
20.01.2005;08.00.00;1130
20.01.2005;09.00.00;1217
20.01.2005;10.00.00;1223
20.01.2005;11.00.00;1031
20.01.2005;12.00.00;1047
20.01.2005;13.00.00;1071
20.01.2005;14.00.00;1128
20.01.2005;15.00.00;990
20.01.2005;16.00.00;1134
20.01.2005;17.00.00;1349
20.01.2005;18.00.00;1516
20.01.2005;19.00.00;1330
20.01.2005;20.00.00;1179
20.01.2005;21.00.00;1085
20.01.2005;22.00.00;856
20.01.2005;23.00.00;829
21.01.2005;00.00.00;801
21.01.2005;01.00.00;795
21.01.2005;02.00.00;740
21.01.2005;03.00.00;744
21.01.2005;04.00.00;808
21.01.2005;05.00.00;841
21.01.2005;06.00.00;948
21.01.2005;07.00.00;1056
21.01.2005;08.00.00;1367
21.01.2005;09.00.00;1527
21.01.2005;10.00.00;1280
21.01.2005;11.00.00;1311
21.01.2005;12.00.00;1365
21.01.2005;13.00.00;1403
21.01.2005;14.00.00;1113
21.01.2005;15.00.00;1204
21.01.2005;16.00.00;1303
21.01.2005;17.00.00;1191
21.01.2005;18.00.00;1239
21.01.2005;19.00.00;1305
21.01.2005;20.00.00;1731
21.01.2005;21.00.00;1679
21.01.2005;22.00.00;1345
21.01.2005;23.00.00;1246
22.01.2005;00.00.00;1300
22.01.2005;01.00.00;1131
22.01.2005;02.00.00;1153
22.01.2005;03.00.00;1087
22.01.2005;04.00.00;1032
22.01.2005;05.00.00;1106
22.01.2005;06.00.00;1036
22.01.2005;07.00.00;1091
22.01.2005;08.00.00;1167
22.01.2005;09.00.00;1207
22.01.2005;10.00.00;1254
22.01.2005;11.00.00;1198
22.01.2005;12.00.00;1150
22.01.2005;13.00.00;1149
22.01.2005;14.00.00;1206
22.01.2005;15.00.00;857
22.01.2005;16.00.00;806
22.01.2005;17.00.00;862
22.01.2005;18.00.00;925
22.01.2005;19.00.00;1057
22.01.2005;20.00.00;1072
22.01.2005;21.00.00;1327
22.01.2005;22.00.00;1208
22.01.2005;23.00.00;1152
23.01.2005;00.00.00;981
23.01.2005;01.00.00;880
23.01.2005;02.00.00;883
23.01.2005;03.00.00;808
23.01.2005;04.00.00;788
23.01.2005;05.00.00;609
23.01.2005;06.00.00;581
23.01.2005;07.00.00;552
23.01.2005;08.00.00;594
23.01.2005;09.00.00;735
23.01.2005;10.00.00;828
23.01.2005;11.00.00;871
23.01.2005;12.00.00;927
23.01.2005;13.00.00;948
23.01.2005;14.00.00;896
23.01.2005;15.00.00;940
23.01.2005;16.00.00;857
23.01.2005;17.00.00;694
23.01.2005;18.00.00;727
23.01.2005;19.00.00;846
23.01.2005;20.00.00;926
23.01.2005;21.00.00;749
23.01.2005;22.00.00;685
23.01.2005;23.00.00;782
24.01.2005;00.00.00;733
24.01.2005;01.00.00;811
24.01.2005;02.00.00;884
24.01.2005;03.00.00;578
24.01.2005;04.00.00;498
24.01.2005;05.00.00;459
24.01.2005;06.00.00;520
24.01.2005;07.00.00;644
24.01.2005;08.00.00;1018
24.01.2005;09.00.00;967
24.01.2005;10.00.00;800
24.01.2005;11.00.00;783
24.01.2005;12.00.00;771
24.01.2005;13.00.00;804
24.01.2005;14.00.00;791
24.01.2005;15.00.00;898
24.01.2005;16.00.00;860
24.01.2005;17.00.00;884
24.01.2005;18.00.00;992
24.01.2005;19.00.00;934
24.01.2005;20.00.00;870
24.01.2005;21.00.00;689
24.01.2005;22.00.00;559
24.01.2005;23.00.00;541
25.01.2005;00.00.00;504
25.01.2005;01.00.00;459
25.01.2005;02.00.00;424
25.01.2005;03.00.00;412
25.01.2005;04.00.00;399
25.01.2005;05.00.00;388
25.01.2005;06.00.00;383
25.01.2005;07.00.00;434
25.01.2005;08.00.00;646
25.01.2005;09.00.00;785
25.01.2005;10.00.00;769
25.01.2005;11.00.00;702
25.01.2005;12.00.00;703
25.01.2005;13.00.00;686
25.01.2005;14.00.00;722
25.01.2005;15.00.00;687
25.01.2005;16.00.00;689
25.01.2005;17.00.00;706
25.01.2005;18.00.00;758
25.01.2005;19.00.00;803
25.01.2005;20.00.00;814
25.01.2005;21.00.00;638
25.01.2005;22.00.00;616
25.01.2005;23.00.00;546
26.01.2005;00.00.00;514
26.01.2005;01.00.00;487
26.01.2005;02.00.00;428
26.01.2005;03.00.00;410
26.01.2005;04.00.00;390
26.01.2005;05.00.00;383
26.01.2005;06.00.00;441
26.01.2005;07.00.00;492
26.01.2005;08.00.00;668
26.01.2005;09.00.00;733
26.01.2005;10.00.00;638
26.01.2005;11.00.00;662
26.01.2005;12.00.00;634
26.01.2005;13.00.00;683
26.01.2005;14.00.00;751
26.01.2005;15.00.00;678
26.01.2005;16.00.00;721
26.01.2005;17.00.00;720
26.01.2005;18.00.00;918
26.01.2005;19.00.00;945
26.01.2005;20.00.00;884
26.01.2005;21.00.00;822
26.01.2005;22.00.00;645
26.01.2005;23.00.00;620
27.01.2005;00.00.00;628
27.01.2005;01.00.00;597
27.01.2005;02.00.00;622
27.01.2005;03.00.00;480
27.01.2005;04.00.00;412
27.01.2005;05.00.00;417
27.01.2005;06.00.00;470
27.01.2005;07.00.00;533
27.01.2005;08.00.00;837
27.01.2005;09.00.00;917
27.01.2005;10.00.00;790
27.01.2005;11.00.00;683
27.01.2005;12.00.00;649
27.01.2005;13.00.00;716
27.01.2005;14.00.00;748
27.01.2005;15.00.00;736
27.01.2005;16.00.00;747
27.01.2005;17.00.00;769
27.01.2005;18.00.00;886
27.01.2005;19.00.00;987
27.01.2005;20.00.00;1032
27.01.2005;21.00.00;811
27.01.2005;22.00.00;689
27.01.2005;23.00.00;725
28.01.2005;00.00.00;677
28.01.2005;01.00.00;613
28.01.2005;02.00.00;585
28.01.2005;03.00.00;534
28.01.2005;04.00.00;522
28.01.2005;05.00.00;486
28.01.2005;06.00.00;554
28.01.2005;07.00.00;559
28.01.2005;08.00.00;823
28.01.2005;09.00.00;909
28.01.2005;10.00.00;832
28.01.2005;11.00.00;808
28.01.2005;12.00.00;798
28.01.2005;13.00.00;781
28.01.2005;14.00.00;871
28.01.2005;15.00.00;767
28.01.2005;16.00.00;706
28.01.2005;17.00.00;-200
28.01.2005;18.00.00;-200
28.01.2005;19.00.00;-200
28.01.2005;20.00.00;-200
28.01.2005;21.00.00;-200
