Date;Time;PT08.S5(O3)
25.12.2004;18.00.00;2020
25.12.2004;19.00.00;1906
25.12.2004;20.00.00;1832
25.12.2004;21.00.00;1470
25.12.2004;22.00.00;1494
25.12.2004;23.00.00;1394
26.12.2004;00.00.00;1113
26.12.2004;01.00.00;958
26.12.2004;02.00.00;807
26.12.2004;03.00.00;536
26.12.2004;04.00.00;471
26.12.2004;05.00.00;450
26.12.2004;06.00.00;438
26.12.2004;07.00.00;512
26.12.2004;08.00.00;632
26.12.2004;09.00.00;754
26.12.2004;10.00.00;792
26.12.2004;11.00.00;776
26.12.2004;12.00.00;969
26.12.2004;13.00.00;975
26.12.2004;14.00.00;637
26.12.2004;15.00.00;541
26.12.2004;16.00.00;876
26.12.2004;17.00.00;1029
26.12.2004;18.00.00;1103
26.12.2004;19.00.00;1369
26.12.2004;20.00.00;1381
26.12.2004;21.00.00;1094
26.12.2004;22.00.00;835
26.12.2004;23.00.00;881
27.12.2004;00.00.00;987
27.12.2004;01.00.00;807
27.12.2004;02.00.00;664
27.12.2004;03.00.00;525
27.12.2004;04.00.00;496
27.12.2004;05.00.00;433
27.12.2004;06.00.00;524
27.12.2004;07.00.00;747
27.12.2004;08.00.00;1052
27.12.2004;09.00.00;1092
27.12.2004;10.00.00;1036
27.12.2004;11.00.00;934
27.12.2004;12.00.00;917
27.12.2004;13.00.00;839
27.12.2004;14.00.00;761
27.12.2004;15.00.00;926
27.12.2004;16.00.00;1104
27.12.2004;17.00.00;911
27.12.2004;18.00.00;918
27.12.2004;19.00.00;948
27.12.2004;20.00.00;966
27.12.2004;21.00.00;1057
27.12.2004;22.00.00;1001
27.12.2004;23.00.00;777
28.12.2004;00.00.00;797
28.12.2004;01.00.00;691
28.12.2004;02.00.00;680
28.12.2004;03.00.00;755
28.12.2004;04.00.00;725
28.12.2004;05.00.00;432
28.12.2004;06.00.00;612
28.12.2004;07.00.00;951
28.12.2004;08.00.00;1326
28.12.2004;09.00.00;1504
28.12.2004;10.00.00;1326
28.12.2004;11.00.00;1043
28.12.2004;12.00.00;1058
28.12.2004;13.00.00;1205
28.12.2004;14.00.00;1203
28.12.2004;15.00.00;1058
28.12.2004;16.00.00;1257
28.12.2004;17.00.00;1271
28.12.2004;18.00.00;1214
28.12.2004;19.00.00;1135
28.12.2004;20.00.00;1150
28.12.2004;21.00.00;1248
28.12.2004;22.00.00;955
28.12.2004;23.00.00;726
29.12.2004;00.00.00;708
29.12.2004;01.00.00;704
29.12.2004;02.00.00;667
29.12.2004;03.00.00;662
29.12.2004;04.00.00;508
29.12.2004;05.00.00;529
29.12.2004;06.00.00;607
29.12.2004;07.00.00;623
29.12.2004;08.00.00;732
29.12.2004;09.00.00;697
29.12.2004;10.00.00;712
29.12.2004;11.00.00;696
29.12.2004;12.00.00;702
29.12.2004;13.00.00;796
29.12.2004;14.00.00;714
29.12.2004;15.00.00;635
29.12.2004;16.00.00;706
29.12.2004;17.00.00;775
29.12.2004;18.00.00;965
29.12.2004;19.00.00;979
29.12.2004;20.00.00;902
29.12.2004;21.00.00;798
29.12.2004;22.00.00;697
29.12.2004;23.00.00;626
30.12.2004;00.00.00;537
30.12.2004;01.00.00;574
30.12.2004;02.00.00;490
30.12.2004;03.00.00;450
30.12.2004;04.00.00;438
30.12.2004;05.00.00;428
30.12.2004;06.00.00;404
30.12.2004;07.00.00;480
30.12.2004;08.00.00;876
30.12.2004;09.00.00;868
30.12.2004;10.00.00;740
30.12.2004;11.00.00;628
30.12.2004;12.00.00;636
30.12.2004;13.00.00;616
30.12.2004;14.00.00;613
30.12.2004;15.00.00;545
30.12.2004;16.00.00;710
30.12.2004;17.00.00;661
30.12.2004;18.00.00;922
30.12.2004;19.00.00;755
30.12.2004;20.00.00;1015
30.12.2004;21.00.00;876
30.12.2004;22.00.00;727
30.12.2004;23.00.00;781
31.12.2004;00.00.00;893
31.12.2004;01.00.00;820
31.12.2004;02.00.00;632
31.12.2004;03.00.00;458
31.12.2004;04.00.00;345
31.12.2004;05.00.00;337
31.12.2004;06.00.00;370
31.12.2004;07.00.00;466
31.12.2004;08.00.00;510
31.12.2004;09.00.00;641
31.12.2004;10.00.00;862
31.12.2004;11.00.00;753
31.12.2004;12.00.00;589
31.12.2004;13.00.00;704
31.12.2004;14.00.00;731
31.12.2004;15.00.00;592
31.12.2004;16.00.00;740
31.12.2004;17.00.00;896
31.12.2004;18.00.00;854
31.12.2004;19.00.00;866
31.12.2004;20.00.00;884
31.12.2004;21.00.00;951
31.12.2004;22.00.00;1195
31.12.2004;23.00.00;1138
01.01.2005;00.00.00;1201
01.01.2005;01.00.00;1617
01.01.2005;02.00.00;1355
01.01.2005;03.00.00;1296
01.01.2005;04.00.00;1131
01.01.2005;05.00.00;1036
01.01.2005;06.00.00;1009
01.01.2005;07.00.00;966
01.01.2005;08.00.00;901
01.01.2005;09.00.00;879
01.01.2005;10.00.00;991
01.01.2005;11.00.00;1019
01.01.2005;12.00.00;1151
01.01.2005;13.00.00;1242
01.01.2005;14.00.00;1206
01.01.2005;15.00.00;1138
01.01.2005;16.00.00;1142
01.01.2005;17.00.00;1438
01.01.2005;18.00.00;1735
01.01.2005;19.00.00;1611
01.01.2005;20.00.00;1436
01.01.2005;21.00.00;1389
01.01.2005;22.00.00;1313
01.01.2005;23.00.00;1232
02.01.2005;00.00.00;1195
02.01.2005;01.00.00;1107
02.01.2005;02.00.00;1035
02.01.2005;03.00.00;1030
02.01.2005;04.00.00;929
02.01.2005;05.00.00;875
02.01.2005;06.00.00;861
02.01.2005;07.00.00;852
02.01.2005;08.00.00;891
02.01.2005;09.00.00;947
02.01.2005;10.00.00;1016
02.01.2005;11.00.00;1201
02.01.2005;12.00.00;1218
02.01.2005;13.00.00;1385
02.01.2005;14.00.00;1311
02.01.2005;15.00.00;1206
02.01.2005;16.00.00;1473
02.01.2005;17.00.00;1460
02.01.2005;18.00.00;1627
02.01.2005;19.00.00;1827
02.01.2005;20.00.00;2004
02.01.2005;21.00.00;-200
02.01.2005;22.00.00;-200
02.01.2005;23.00.00;-200
03.01.2005;00.00.00;-200
03.01.2005;01.00.00;-200
03.01.2005;02.00.00;-200
03.01.2005;03.00.00;-200
03.01.2005;04.00.00;-200
03.01.2005;05.00.00;-200
03.01.2005;06.00.00;-200
03.01.2005;07.00.00;-200
03.01.2005;08.00.00;-200
03.01.2005;09.00.00;-200
03.01.2005;10.00.00;-200
03.01.2005;11.00.00;-200
03.01.2005;12.00.00;-200
03.01.2005;13.00.00;-200
03.01.2005;14.00.00;-200
03.01.2005;15.00.00;-200
03.01.2005;16.00.00;-200
03.01.2005;17.00.00;-200
03.01.2005;18.00.00;-200
03.01.2005;19.00.00;-200
03.01.2005;20.00.00;-200
03.01.2005;21.00.00;-200
03.01.2005;22.00.00;-200
03.01.2005;23.00.00;-200
04.01.2005;00.00.00;-200
04.01.2005;01.00.00;-200
04.01.2005;02.00.00;-200
04.01.2005;03.00.00;-200
04.01.2005;04.00.00;-200
04.01.2005;05.00.00;-200
04.01.2005;06.00.00;-200
04.01.2005;07.00.00;-200
04.01.2005;08.00.00;-200
04.01.2005;09.00.00;-200
04.01.2005;10.00.00;-200
04.01.2005;11.00.00;-200
04.01.2005;12.00.00;-200
04.01.2005;13.00.00;-200
04.01.2005;14.00.00;-200
04.01.2005;15.00.00;-200
04.01.2005;16.00.00;-200
04.01.2005;17.00.00;-200
04.01.2005;18.00.00;-200
04.01.2005;19.00.00;-200
04.01.2005;20.00.00;-200
04.01.2005;21.00.00;-200
04.01.2005;22.00.00;-200
04.01.2005;23.00.00;-200
05.01.2005;00.00.00;-200
05.01.2005;01.00.00;1151
05.01.2005;02.00.00;1185
05.01.2005;03.00.00;1374
05.01.2005;04.00.00;1405
05.01.2005;05.00.00;1383
05.01.2005;06.00.00;1460
05.01.2005;07.00.00;1612
05.01.2005;08.00.00;1776
05.01.2005;09.00.00;1991
05.01.2005;10.00.00;1944
05.01.2005;11.00.00;2098
05.01.2005;12.00.00;2159
05.01.2005;13.00.00;2005
05.01.2005;14.00.00;1441
05.01.2005;15.00.00;1380
05.01.2005;16.00.00;1409
05.01.2005;17.00.00;1445
05.01.2005;18.00.00;1388
05.01.2005;19.00.00;1411
05.01.2005;20.00.00;1377
05.01.2005;21.00.00;1316
05.01.2005;22.00.00;1210
05.01.2005;23.00.00;1002
06.01.2005;00.00.00;896
06.01.2005;01.00.00;946
06.01.2005;02.00.00;877
06.01.2005;03.00.00;718
06.01.2005;04.00.00;643
06.01.2005;05.00.00;745
06.01.2005;06.00.00;656
06.01.2005;07.00.00;682
06.01.2005;08.00.00;829
06.01.2005;09.00.00;961
06.01.2005;10.00.00;960
06.01.2005;11.00.00;940
06.01.2005;12.00.00;938
06.01.2005;13.00.00;1040
06.01.2005;14.00.00;904
06.01.2005;15.00.00;910
06.01.2005;16.00.00;1011
06.01.2005;17.00.00;1038
06.01.2005;18.00.00;1144
06.01.2005;19.00.00;1352
06.01.2005;20.00.00;1365
06.01.2005;21.00.00;1245
06.01.2005;22.00.00;1203
06.01.2005;23.00.00;1120
07.01.2005;00.00.00;972
07.01.2005;01.00.00;878
07.01.2005;02.00.00;853
07.01.2005;03.00.00;779
07.01.2005;04.00.00;766
07.01.2005;05.00.00;670
07.01.2005;06.00.00;694
07.01.2005;07.00.00;739
07.01.2005;08.00.00;940
07.01.2005;09.00.00;1201
07.01.2005;10.00.00;1106
07.01.2005;11.00.00;1186
07.01.2005;12.00.00;1302
07.01.2005;13.00.00;1368
07.01.2005;14.00.00;1452
07.01.2005;15.00.00;1537
07.01.2005;16.00.00;1651
07.01.2005;17.00.00;1623
07.01.2005;18.00.00;1742
07.01.2005;19.00.00;1639
07.01.2005;20.00.00;1537
07.01.2005;21.00.00;1463
07.01.2005;22.00.00;1379
07.01.2005;23.00.00;1256
08.01.2005;00.00.00;1344
08.01.2005;01.00.00;1089
08.01.2005;02.00.00;949
08.01.2005;03.00.00;933
08.01.2005;04.00.00;882
08.01.2005;05.00.00;905
08.01.2005;06.00.00;902
08.01.2005;07.00.00;923
08.01.2005;08.00.00;1210
08.01.2005;09.00.00;1468
08.01.2005;10.00.00;1329
08.01.2005;11.00.00;1295
08.01.2005;12.00.00;1365
08.01.2005;13.00.00;1452
08.01.2005;14.00.00;1615
08.01.2005;15.00.00;1599
08.01.2005;16.00.00;1777
08.01.2005;17.00.00;1742
08.01.2005;18.00.00;1739
08.01.2005;19.00.00;1770
08.01.2005;20.00.00;1918
08.01.2005;21.00.00;1581
08.01.2005;22.00.00;1291
08.01.2005;23.00.00;1000
09.01.2005;00.00.00;974
09.01.2005;01.00.00;949
09.01.2005;02.00.00;934
09.01.2005;03.00.00;730
09.01.2005;04.00.00;581
09.01.2005;05.00.00;521
09.01.2005;06.00.00;575
09.01.2005;07.00.00;522
09.01.2005;08.00.00;586
09.01.2005;09.00.00;566
09.01.2005;10.00.00;693
09.01.2005;11.00.00;1022
09.01.2005;12.00.00;1152
09.01.2005;13.00.00;1108
09.01.2005;14.00.00;1110
09.01.2005;15.00.00;1306
09.01.2005;16.00.00;1029
09.01.2005;17.00.00;1094
09.01.2005;18.00.00;1282
09.01.2005;19.00.00;1147
09.01.2005;20.00.00;1208
09.01.2005;21.00.00;1192
09.01.2005;22.00.00;1136
09.01.2005;23.00.00;1131
10.01.2005;00.00.00;1071
10.01.2005;01.00.00;1059
10.01.2005;02.00.00;909
10.01.2005;03.00.00;820
10.01.2005;04.00.00;724
10.01.2005;05.00.00;707
10.01.2005;06.00.00;768
10.01.2005;07.00.00;1027
10.01.2005;08.00.00;1502
10.01.2005;09.00.00;1606
10.01.2005;10.00.00;1520
10.01.2005;11.00.00;1566
10.01.2005;12.00.00;1501
10.01.2005;13.00.00;1634
10.01.2005;14.00.00;1587
10.01.2005;15.00.00;1560
10.01.2005;16.00.00;1538
10.01.2005;17.00.00;1491
10.01.2005;18.00.00;1469
10.01.2005;19.00.00;1486
10.01.2005;20.00.00;1494
10.01.2005;21.00.00;1471
10.01.2005;22.00.00;1399
10.01.2005;23.00.00;1192
11.01.2005;00.00.00;1187
11.01.2005;01.00.00;1070
11.01.2005;02.00.00;949
11.01.2005;03.00.00;830
11.01.2005;04.00.00;854
11.01.2005;05.00.00;835
11.01.2005;06.00.00;887
11.01.2005;07.00.00;1019
11.01.2005;08.00.00;1503
11.01.2005;09.00.00;1687
11.01.2005;10.00.00;1553
11.01.2005;11.00.00;1624
11.01.2005;12.00.00;1637
11.01.2005;13.00.00;1533
11.01.2005;14.00.00;1577
11.01.2005;15.00.00;1532
11.01.2005;16.00.00;1621
11.01.2005;17.00.00;1578
11.01.2005;18.00.00;1631
11.01.2005;19.00.00;1629
11.01.2005;20.00.00;1733
11.01.2005;21.00.00;1622
11.01.2005;22.00.00;1597
11.01.2005;23.00.00;1738
12.01.2005;00.00.00;1350
12.01.2005;01.00.00;1363
12.01.2005;02.00.00;1262
12.01.2005;03.00.00;1034
12.01.2005;04.00.00;998
12.01.2005;05.00.00;958
12.01.2005;06.00.00;1078
12.01.2005;07.00.00;1143
12.01.2005;08.00.00;1551
12.01.2005;09.00.00;1669
12.01.2005;10.00.00;1766
12.01.2005;11.00.00;1717
12.01.2005;12.00.00;1738
12.01.2005;13.00.00;1611
12.01.2005;14.00.00;1398
12.01.2005;15.00.00;1497
12.01.2005;16.00.00;1415
12.01.2005;17.00.00;1457
12.01.2005;18.00.00;1669
12.01.2005;19.00.00;1740
12.01.2005;20.00.00;1770
12.01.2005;21.00.00;1734
12.01.2005;22.00.00;1647
12.01.2005;23.00.00;1379
13.01.2005;00.00.00;1331
13.01.2005;01.00.00;1240
13.01.2005;02.00.00;1036
13.01.2005;03.00.00;969
13.01.2005;04.00.00;826
13.01.2005;05.00.00;798
13.01.2005;06.00.00;817
13.01.2005;07.00.00;1055
13.01.2005;08.00.00;1391
13.01.2005;09.00.00;1665
13.01.2005;10.00.00;1539
13.01.2005;11.00.00;1653
13.01.2005;12.00.00;1586
13.01.2005;13.00.00;1332
13.01.2005;14.00.00;1369
13.01.2005;15.00.00;1373
13.01.2005;16.00.00;1397
13.01.2005;17.00.00;1577
13.01.2005;18.00.00;1783
13.01.2005;19.00.00;1568
13.01.2005;20.00.00;1356
13.01.2005;21.00.00;1419
13.01.2005;22.00.00;1177
13.01.2005;23.00.00;1141
14.01.2005;00.00.00;1179
14.01.2005;01.00.00;1056
14.01.2005;02.00.00;973
14.01.2005;03.00.00;827
14.01.2005;04.00.00;836
14.01.2005;05.00.00;1085
14.01.2005;06.00.00;959
14.01.2005;07.00.00;1039
14.01.2005;08.00.00;1554
14.01.2005;09.00.00;1546
14.01.2005;10.00.00;1638
14.01.2005;11.00.00;1568
14.01.2005;12.00.00;1433
14.01.2005;13.00.00;1452
14.01.2005;14.00.00;1345
14.01.2005;15.00.00;1336
14.01.2005;16.00.00;1442
14.01.2005;17.00.00;1748
14.01.2005;18.00.00;1776
14.01.2005;19.00.00;1802
14.01.2005;20.00.00;1796
14.01.2005;21.00.00;1600
14.01.2005;22.00.00;1083
14.01.2005;23.00.00;1064
15.01.2005;00.00.00;1104
15.01.2005;01.00.00;1053
15.01.2005;02.00.00;1009
15.01.2005;03.00.00;908
15.01.2005;04.00.00;878
15.01.2005;05.00.00;800
15.01.2005;06.00.00;784
15.01.2005;07.00.00;854
15.01.2005;08.00.00;1065
15.01.2005;09.00.00;1161
15.01.2005;10.00.00;1192
15.01.2005;11.00.00;1202
15.01.2005;12.00.00;1338
15.01.2005;13.00.00;1505
15.01.2005;14.00.00;1715
15.01.2005;15.00.00;1473
15.01.2005;16.00.00;1433
15.01.2005;17.00.00;1544
15.01.2005;18.00.00;1648
15.01.2005;19.00.00;1784
15.01.2005;20.00.00;1519
15.01.2005;21.00.00;1532
15.01.2005;22.00.00;1340
15.01.2005;23.00.00;1414
16.01.2005;00.00.00;1499
16.01.2005;01.00.00;1306
16.01.2005;02.00.00;1172
16.01.2005;03.00.00;1076
16.01.2005;04.00.00;1005
16.01.2005;05.00.00;913
16.01.2005;06.00.00;922
16.01.2005;07.00.00;1026
16.01.2005;08.00.00;952
16.01.2005;09.00.00;915
16.01.2005;10.00.00;687
16.01.2005;11.00.00;597
16.01.2005;12.00.00;527
16.01.2005;13.00.00;573
16.01.2005;14.00.00;492
16.01.2005;15.00.00;463
16.01.2005;16.00.00;565
16.01.2005;17.00.00;632
16.01.2005;18.00.00;691
16.01.2005;19.00.00;943
16.01.2005;20.00.00;985
16.01.2005;21.00.00;821
16.01.2005;22.00.00;767
16.01.2005;23.00.00;895
17.01.2005;00.00.00;791
17.01.2005;01.00.00;770
17.01.2005;02.00.00;839
17.01.2005;03.00.00;721
17.01.2005;04.00.00;720
17.01.2005;05.00.00;682
17.01.2005;06.00.00;723
17.01.2005;07.00.00;813
17.01.2005;08.00.00;1365
17.01.2005;09.00.00;1472
17.01.2005;10.00.00;1497
17.01.2005;11.00.00;1626
17.01.2005;12.00.00;1476
17.01.2005;13.00.00;1531
17.01.2005;14.00.00;1503
17.01.2005;15.00.00;1488
17.01.2005;16.00.00;1435
17.01.2005;17.00.00;1725
17.01.2005;18.00.00;2331
17.01.2005;19.00.00;2312
17.01.2005;20.00.00;1699
17.01.2005;21.00.00;1587
17.01.2005;22.00.00;1390
17.01.2005;23.00.00;1347
18.01.2005;00.00.00;1268
18.01.2005;01.00.00;1155
18.01.2005;02.00.00;1024
18.01.2005;03.00.00;968
18.01.2005;04.00.00;915
18.01.2005;05.00.00;928
18.01.2005;06.00.00;1028
18.01.2005;07.00.00;1210
18.01.2005;08.00.00;1531
18.01.2005;09.00.00;1745
18.01.2005;10.00.00;1974
18.01.2005;11.00.00;1806
18.01.2005;12.00.00;1985
18.01.2005;13.00.00;2068
18.01.2005;14.00.00;2087
18.01.2005;15.00.00;1994
18.01.2005;16.00.00;1971
18.01.2005;17.00.00;1941
18.01.2005;18.00.00;1969
18.01.2005;19.00.00;1813
18.01.2005;20.00.00;1677
18.01.2005;21.00.00;1118
18.01.2005;22.00.00;828
18.01.2005;23.00.00;867
19.01.2005;00.00.00;974
19.01.2005;01.00.00;975
19.01.2005;02.00.00;902
19.01.2005;03.00.00;791
19.01.2005;04.00.00;673
19.01.2005;05.00.00;578
19.01.2005;06.00.00;563
19.01.2005;07.00.00;730
19.01.2005;08.00.00;974
19.01.2005;09.00.00;958
19.01.2005;10.00.00;713
19.01.2005;11.00.00;617
19.01.2005;12.00.00;591
19.01.2005;13.00.00;661
19.01.2005;14.00.00;856
19.01.2005;15.00.00;639
19.01.2005;16.00.00;647
19.01.2005;17.00.00;646
19.01.2005;18.00.00;846
19.01.2005;19.00.00;857
19.01.2005;20.00.00;942
19.01.2005;21.00.00;945
19.01.2005;22.00.00;562
19.01.2005;23.00.00;657
20.01.2005;00.00.00;723
20.01.2005;01.00.00;555
20.01.2005;02.00.00;472
20.01.2005;03.00.00;434
20.01.2005;04.00.00;412
20.01.2005;05.00.00;453
20.01.2005;06.00.00;702
20.01.2005;07.00.00;720
20.01.2005;08.00.00;1311
20.01.2005;09.00.00;1444
20.01.2005;10.00.00;1613
20.01.2005;11.00.00;1388
20.01.2005;12.00.00;1379
20.01.2005;13.00.00;1289
20.01.2005;14.00.00;1280
20.01.2005;15.00.00;1059
20.01.2005;16.00.00;1299
20.01.2005;17.00.00;1638
20.01.2005;18.00.00;1946
20.01.2005;19.00.00;1798
20.01.2005;20.00.00;1609
20.01.2005;21.00.00;1531
20.01.2005;22.00.00;1338
20.01.2005;23.00.00;1274
21.01.2005;00.00.00;1200
21.01.2005;01.00.00;1143
21.01.2005;02.00.00;1048
21.01.2005;03.00.00;1049
21.01.2005;04.00.00;1172
21.01.2005;05.00.00;1368
21.01.2005;06.00.00;1540
21.01.2005;07.00.00;1575
21.01.2005;08.00.00;1856
21.01.2005;09.00.00;2086
21.01.2005;10.00.00;1948
21.01.2005;11.00.00;2022
21.01.2005;12.00.00;2104
21.01.2005;13.00.00;2195
21.01.2005;14.00.00;1845
21.01.2005;15.00.00;1947
21.01.2005;16.00.00;2171
21.01.2005;17.00.00;1920
21.01.2005;18.00.00;1835
21.01.2005;19.00.00;1919
21.01.2005;20.00.00;2254
21.01.2005;21.00.00;2210
21.01.2005;22.00.00;1961
21.01.2005;23.00.00;1791
22.01.2005;00.00.00;1725
22.01.2005;01.00.00;1553
22.01.2005;02.00.00;1506
22.01.2005;03.00.00;1398
22.01.2005;04.00.00;1300
22.01.2005;05.00.00;1383
22.01.2005;06.00.00;1413
22.01.2005;07.00.00;1471
22.01.2005;08.00.00;1619
22.01.2005;09.00.00;1673
22.01.2005;10.00.00;1881
22.01.2005;11.00.00;1877
22.01.2005;12.00.00;1818
22.01.2005;13.00.00;1699
22.01.2005;14.00.00;1677
22.01.2005;15.00.00;1088
22.01.2005;16.00.00;926
22.01.2005;17.00.00;961
22.01.2005;18.00.00;1066
22.01.2005;19.00.00;1241
22.01.2005;20.00.00;1220
22.01.2005;21.00.00;1613
22.01.2005;22.00.00;1577
22.01.2005;23.00.00;1569
23.01.2005;00.00.00;1445
23.01.2005;01.00.00;1240
23.01.2005;02.00.00;1169
23.01.2005;03.00.00;1052
23.01.2005;04.00.00;1006
23.01.2005;05.00.00;757
23.01.2005;06.00.00;753
23.01.2005;07.00.00;737
23.01.2005;08.00.00;792
23.01.2005;09.00.00;945
23.01.2005;10.00.00;1115
23.01.2005;11.00.00;1131
23.01.2005;12.00.00;1242
23.01.2005;13.00.00;1289
23.01.2005;14.00.00;1276
23.01.2005;15.00.00;1359
23.01.2005;16.00.00;1020
23.01.2005;17.00.00;805
23.01.2005;18.00.00;857
23.01.2005;19.00.00;942
23.01.2005;20.00.00;1020
23.01.2005;21.00.00;899
23.01.2005;22.00.00;860
23.01.2005;23.00.00;954
24.01.2005;00.00.00;883
24.01.2005;01.00.00;966
24.01.2005;02.00.00;983
24.01.2005;03.00.00;607
24.01.2005;04.00.00;443
24.01.2005;05.00.00;390
24.01.2005;06.00.00;479
24.01.2005;07.00.00;732
24.01.2005;08.00.00;1149
24.01.2005;09.00.00;1136
24.01.2005;10.00.00;934
24.01.2005;11.00.00;845
24.01.2005;12.00.00;808
24.01.2005;13.00.00;783
24.01.2005;14.00.00;785
24.01.2005;15.00.00;899
24.01.2005;16.00.00;922
24.01.2005;17.00.00;951
24.01.2005;18.00.00;1051
24.01.2005;19.00.00;967
24.01.2005;20.00.00;861
24.01.2005;21.00.00;631
24.01.2005;22.00.00;466
24.01.2005;23.00.00;407
25.01.2005;00.00.00;387
25.01.2005;01.00.00;337
25.01.2005;02.00.00;303
25.01.2005;03.00.00;295
25.01.2005;04.00.00;288
25.01.2005;05.00.00;274
25.01.2005;06.00.00;289
25.01.2005;07.00.00;318
25.01.2005;08.00.00;476
25.01.2005;09.00.00;704
25.01.2005;10.00.00;735
25.01.2005;11.00.00;735
25.01.2005;12.00.00;653
25.01.2005;13.00.00;603
25.01.2005;14.00.00;645
25.01.2005;15.00.00;564
25.01.2005;16.00.00;614
25.01.2005;17.00.00;658
25.01.2005;18.00.00;719
25.01.2005;19.00.00;772
25.01.2005;20.00.00;812
25.01.2005;21.00.00;583
25.01.2005;22.00.00;491
25.01.2005;23.00.00;400
26.01.2005;00.00.00;354
26.01.2005;01.00.00;329
26.01.2005;02.00.00;296
26.01.2005;03.00.00;283
26.01.2005;04.00.00;266
26.01.2005;05.00.00;253
26.01.2005;06.00.00;282
26.01.2005;07.00.00;353
26.01.2005;08.00.00;519
26.01.2005;09.00.00;681
26.01.2005;10.00.00;583
26.01.2005;11.00.00;628
26.01.2005;12.00.00;566
26.01.2005;13.00.00;572
26.01.2005;14.00.00;637
26.01.2005;15.00.00;579
26.01.2005;16.00.00;666
26.01.2005;17.00.00;707
26.01.2005;18.00.00;990
26.01.2005;19.00.00;1026
26.01.2005;20.00.00;910
26.01.2005;21.00.00;897
26.01.2005;22.00.00;651
26.01.2005;23.00.00;598
27.01.2005;00.00.00;560
27.01.2005;01.00.00;527
27.01.2005;02.00.00;574
27.01.2005;03.00.00;422
27.01.2005;04.00.00;326
27.01.2005;05.00.00;312
27.01.2005;06.00.00;382
27.01.2005;07.00.00;488
27.01.2005;08.00.00;915
27.01.2005;09.00.00;1021
27.01.2005;10.00.00;897
27.01.2005;11.00.00;699
27.01.2005;12.00.00;588
27.01.2005;13.00.00;643
27.01.2005;14.00.00;685
27.01.2005;15.00.00;673
27.01.2005;16.00.00;691
27.01.2005;17.00.00;726
27.01.2005;18.00.00;912
27.01.2005;19.00.00;1048
27.01.2005;20.00.00;1136
27.01.2005;21.00.00;909
27.01.2005;22.00.00;719
27.01.2005;23.00.00;746
28.01.2005;00.00.00;700
28.01.2005;01.00.00;579
28.01.2005;02.00.00;553
28.01.2005;03.00.00;519
28.01.2005;04.00.00;467
28.01.2005;05.00.00;422
28.01.2005;06.00.00;545
28.01.2005;07.00.00;556
28.01.2005;08.00.00;879
28.01.2005;09.00.00;993
28.01.2005;10.00.00;892
28.01.2005;11.00.00;901
28.01.2005;12.00.00;874
28.01.2005;13.00.00;722
28.01.2005;14.00.00;836
28.01.2005;15.00.00;669
28.01.2005;16.00.00;600
28.01.2005;17.00.00;-200
28.01.2005;18.00.00;-200
28.01.2005;19.00.00;-200
28.01.2005;20.00.00;-200
28.01.2005;21.00.00;-200
28.01.2005;22.00.00;-200
28.01.2005;23.00.00;-200
29.01.2005;00.00.00;-200
29.01.2005;01.00.00;-200
29.01.2005;02.00.00;376
29.01.2005;03.00.00;336
29.01.2005;04.00.00;330
29.01.2005;05.00.00;321
29.01.2005;06.00.00;334
29.01.2005;07.00.00;395
29.01.2005;08.00.00;473
29.01.2005;09.00.00;553
29.01.2005;10.00.00;545
29.01.2005;11.00.00;547
29.01.2005;12.00.00;527
29.01.2005;13.00.00;505
29.01.2005;14.00.00;550
29.01.2005;15.00.00;465
29.01.2005;16.00.00;467
29.01.2005;17.00.00;555
29.01.2005;18.00.00;551
29.01.2005;19.00.00;569
29.01.2005;20.00.00;594
29.01.2005;21.00.00;598
29.01.2005;22.00.00;434
29.01.2005;23.00.00;412
30.01.2005;00.00.00;469
30.01.2005;01.00.00;515
30.01.2005;02.00.00;430
30.01.2005;03.00.00;503
30.01.2005;04.00.00;494
30.01.2005;05.00.00;368
30.01.2005;06.00.00;348
30.01.2005;07.00.00;354
30.01.2005;08.00.00;382
30.01.2005;09.00.00;450
30.01.2005;10.00.00;460
30.01.2005;11.00.00;441
30.01.2005;12.00.00;454
30.01.2005;13.00.00;415
30.01.2005;14.00.00;419
30.01.2005;15.00.00;368
30.01.2005;16.00.00;397
30.01.2005;17.00.00;510
30.01.2005;18.00.00;473
30.01.2005;19.00.00;537
30.01.2005;20.00.00;670
30.01.2005;21.00.00;711
30.01.2005;22.00.00;551
30.01.2005;23.00.00;670
31.01.2005;00.00.00;771
31.01.2005;01.00.00;586
31.01.2005;02.00.00;355
31.01.2005;03.00.00;310
31.01.2005;04.00.00;292
31.01.2005;05.00.00;293
31.01.2005;06.00.00;328
31.01.2005;07.00.00;479
31.01.2005;08.00.00;979
31.01.2005;09.00.00;1469
31.01.2005;10.00.00;1667
31.01.2005;11.00.00;1378
31.01.2005;12.00.00;1426
31.01.2005;13.00.00;1246
31.01.2005;14.00.00;1187
31.01.2005;15.00.00;1363
31.01.2005;16.00.00;1425
31.01.2005;17.00.00;1722
31.01.2005;18.00.00;2051
31.01.2005;19.00.00;2179
31.01.2005;20.00.00;2214
31.01.2005;21.00.00;1799
31.01.2005;22.00.00;1527
31.01.2005;23.00.00;1377
01.02.2005;00.00.00;1317
01.02.2005;01.00.00;1228
01.02.2005;02.00.00;1201
01.02.2005;03.00.00;1158
01.02.2005;04.00.00;1204
01.02.2005;05.00.00;1216
